date,tmax,tmin,prcp,snow
2016-07-29,47.3,44.42,1.09,0.0
2016-07-30,47.120000000000005,45.14,0.25,0.0
2016-07-31,46.04,44.78,1.08,0.0
2016-08-01,46.4,44.42,0.0,0.0
2016-08-02,46.22,44.239999999999995,0.0,0.0
2016-08-03,46.4,43.879999999999995,0.0,0.0
2016-08-04,46.58,44.06,0.0,0.0
2016-08-05,46.94,44.42,0.0,0.0
2016-08-06,47.66,44.96,0.05,0.0
2016-08-07,47.48,44.6,0.0,0.0
2016-08-08,47.48,44.78,0.0,0.0
2016-08-09,47.66,44.78,0.0,0.0
2016-08-10,47.48,45.5,0.09,0.0
2016-08-11,48.379999999999995,45.32,0.15,0.0
2016-08-12,48.74,45.14,0.32,0.0
2016-08-13,49.28,46.58,0.0,0.0
2016-08-14,48.92,46.04,0.06,0.0
2016-08-15,48.56,45.86,0.0,0.0
2016-08-16,47.66,46.04,0.11,0.0
2016-08-17,47.3,45.86,0.01,0.0
2016-08-18,47.3,44.96,0.03,0.0
2016-08-19,47.84,45.32,0.01,0.0
2016-08-20,46.94,44.6,0.82,0.0
2016-08-21,47.48,45.14,0.31,0.0
2016-08-22,46.22,43.7,0.0,0.0
2016-08-23,46.76,42.980000000000004,0.0,0.0
2016-08-24,47.84,44.239999999999995,0.0,0.0
2016-08-25,47.48,44.42,0.01,0.0
2016-08-26,48.2,45.5,0.0,0.0
2016-08-27,48.02,45.14,0.0,0.0
2016-08-28,48.02,44.96,0.0,0.0
2016-08-29,48.379999999999995,45.32,0.0,0.0
2016-08-30,47.48,44.42,0.0,0.0
2016-08-31,48.02,45.32,0.0,0.0
2016-09-01,46.22,44.42,0.5,0.0
2016-09-02,46.58,43.879999999999995,0.0,0.0
2016-09-03,45.5,43.879999999999995,0.0,0.0
2016-09-04,46.4,43.7,0.0,0.0
2016-09-05,47.120000000000005,43.7,0.0,0.0
2016-09-06,46.4,44.78,0.0,0.0
2016-09-07,47.3,44.78,0.0,0.0
2016-09-08,48.02,44.78,0.0,0.0
2016-09-09,48.379999999999995,45.5,0.22,0.0
2016-09-10,48.2,45.32,0.0,0.0
2016-09-11,46.94,44.06,0.0,0.0
2016-09-12,46.04,43.16,0.0,0.0
2016-09-13,46.94,43.519999999999996,0.0,0.0
2016-09-14,48.379999999999995,44.06,0.56,0.0
2016-09-15,45.32,42.980000000000004,0.0,0.0
2016-09-16,45.14,42.980000000000004,0.0,0.0
2016-09-17,45.86,42.620000000000005,0.0,0.0
2016-09-18,46.76,44.6,0.0,0.0
2016-09-19,45.68,44.42,0.68,0.0
2016-09-20,46.76,44.239999999999995,0.0,0.0
2016-09-21,47.120000000000005,44.239999999999995,0.0,0.0
2016-09-22,47.48,43.7,0.0,0.0
2016-09-23,47.66,43.519999999999996,0.01,0.0
2016-09-24,44.78,42.44,0.2,0.0
2016-09-25,44.6,41.72,0.0,0.0
2016-09-26,45.32,41.72,0.0,0.0
2016-09-27,45.32,43.519999999999996,0.22,0.0
2016-09-28,44.42,42.08,0.0,0.0
2016-09-29,43.519999999999996,42.260000000000005,0.0,0.0
2016-09-30,42.620000000000005,42.08,0.4,0.0
2016-10-01,43.16,42.08,0.0,0.0
2016-10-02,43.34,42.260000000000005,0.0,0.0
2016-10-03,44.96,42.8,0.0,0.0
2016-10-04,44.42,42.8,0.0,0.0
2016-10-05,44.06,41.54,0.0,0.0
2016-10-06,45.14,41.9,0.0,0.0
2016-10-07,45.5,42.260000000000005,0.0,0.0
2016-10-08,44.239999999999995,42.44,0.23,0.0
2016-10-09,43.7,41.18,0.55,0.0
2016-10-10,43.519999999999996,40.46,0.0,0.0
2016-10-11,43.34,40.28,0.0,0.0
2016-10-12,43.879999999999995,41.54,0.0,0.0
2016-10-13,44.06,41.54,0.0,0.0
2016-10-14,43.16,40.46,0.0,0.0
2016-10-15,43.7,40.1,0.0,0.0
2016-10-16,44.42,41.54,0.0,0.0
2016-10-17,46.58,43.34,0.0,0.0
2016-10-18,46.58,44.06,0.0,0.0
2016-10-19,47.3,43.7,0.0,0.0
2016-10-20,44.6,43.16,0.0,0.0
2016-10-21,44.42,42.260000000000005,1.11,0.0
2016-10-22,42.260000000000005,40.46,0.29,0.0
2016-10-23,42.980000000000004,40.1,0.0,0.0
2016-10-24,43.16,40.46,0.0,0.0
2016-10-25,41.36,39.74,0.0,0.0
2016-10-26,41.18,38.839999999999996,0.0,0.0
2016-10-27,41.9,39.2,1.41,0.0
2016-10-28,41.18,39.56,0.0,0.0
2016-10-29,43.519999999999996,39.02,0.0,0.0
2016-10-30,45.68,41.72,0.56,0.0
2016-10-31,41.72,39.92,0.0,0.0
2016-11-01,42.44,39.2,0.0,0.0
2016-11-02,44.6,41.72,0.0,0.0
2016-11-03,44.96,42.260000000000005,0.0,0.0
2016-11-04,42.980000000000004,40.46,0.0,0.0
2016-11-05,43.16,39.92,0.0,0.0
2016-11-06,42.620000000000005,40.1,0.0,0.0
2016-11-07,41.54,39.38,0.0,0.0
2016-11-08,43.879999999999995,39.38,0.0,0.0
2016-11-09,42.620000000000005,40.82,0.06,0.0
2016-11-10,42.08,39.2,0.0,0.0
2016-11-11,43.34,39.38,0.0,0.0
2016-11-12,41.0,38.660000000000004,0.0,0.0
2016-11-13,42.980000000000004,39.38,0.0,0.0
2016-11-14,43.16,40.28,0.0,0.0
2016-11-15,42.08,40.46,1.81,0.0
2016-11-16,42.980000000000004,40.1,0.0,0.0
2016-11-17,42.980000000000004,40.82,0.0,0.0
2016-11-18,43.519999999999996,39.92,0.0,0.0
2016-11-19,43.34,38.660000000000004,0.25,0.0
2016-11-20,39.56,38.12,0.31,0.0
2016-11-21,39.38,38.48,0.0,0.0
2016-11-22,39.38,38.660000000000004,0.0,0.0
2016-11-23,40.1,38.3,0.0,0.0
2016-11-24,40.64,38.839999999999996,0.03,0.0
2016-11-25,41.72,40.1,0.02,0.0
2016-11-26,41.0,39.2,0.0,0.0
2016-11-27,41.0,39.02,0.0,0.0
2016-11-28,41.36,38.839999999999996,0.0,0.0
2016-11-29,42.8,41.18,2.2,0.0
2016-11-30,42.44,41.0,0.73,0.0
2016-12-01,41.72,39.56,0.07,0.0
2016-12-02,41.18,39.2,0.0,0.0
2016-12-03,40.46,39.38,0.0,0.0
2016-12-04,40.46,39.02,0.0,0.0
2016-12-05,40.82,38.839999999999996,0.19,0.0
2016-12-06,40.28,38.660000000000004,0.35,0.0
2016-12-07,40.28,39.2,0.09,0.0
2016-12-08,40.1,38.3,0.0,0.0
2016-12-09,39.02,37.22,0.0,0.0
2016-12-10,38.3,37.04,0.0,0.0
2016-12-11,38.3,37.04,0.03,0.4
2016-12-12,40.28,38.12,0.5,0.0
2016-12-13,39.74,38.3,0.0,0.0
2016-12-14,39.56,38.12,0.0,0.0
2016-12-15,38.12,35.42,0.0,0.0
2016-12-16,36.86,35.06,0.0,0.0
2016-12-17,39.02,36.32,0.73,2.8
2016-12-18,42.44,37.58,0.04,0.0
2016-12-19,37.58,36.14,0.0,0.0
2016-12-20,37.94,35.6,0.0,0.0
2016-12-21,39.2,37.4,0.0,0.0
2016-12-22,40.82,38.660000000000004,0.0,0.0
2016-12-23,40.46,38.839999999999996,0.0,0.0
2016-12-24,40.46,38.839999999999996,0.47,0.0
2016-12-25,41.0,38.48,0.0,0.0
2016-12-26,41.0,37.94,0.02,0.0
2016-12-27,42.8,39.2,0.0,0.0
2016-12-28,39.2,38.12,0.0,0.0
2016-12-29,40.28,37.94,0.39,0.0
2016-12-30,39.2,37.94,0.01,0.0
2016-12-31,39.92,37.58,0.0,0.0
2017-01-01,40.64,39.2,0.0,0.0
2017-01-02,39.38,38.660000000000004,0.21,0.0
2017-01-03,39.74,39.02,0.58,0.0
2017-01-04,41.36,38.12,0.0,0.0
2017-01-05,38.12,36.86,0.0,0.0
2017-01-06,37.94,36.5,0.05,1.2
2017-01-07,36.68,35.6,0.32,5.1
2017-01-08,36.5,34.88,0.0,0.0
2017-01-09,36.14,34.52,0.0,0.0
2017-01-10,40.28,35.78,0.0,0.0
2017-01-11,41.36,39.56,0.52,0.0
2017-01-12,43.879999999999995,40.46,0.05,0.0
2017-01-13,43.16,37.76,0.0,0.0
2017-01-14,38.12,37.04,0.12,0.6
2017-01-15,38.839999999999996,37.4,0.0,0.0
2017-01-16,39.74,37.4,0.0,0.0
2017-01-17,39.56,38.839999999999996,0.35,0.0
2017-01-18,39.38,38.839999999999996,0.06,0.0
2017-01-19,40.82,39.02,0.0,0.0
2017-01-20,40.1,39.2,0.1,0.0
2017-01-21,40.82,39.38,0.0,0.0
2017-01-22,40.64,39.74,0.05,0.0
2017-01-23,39.92,38.48,1.16,0.0
2017-01-24,38.839999999999996,38.3,1.18,0.0
2017-01-25,41.18,38.48,0.0,0.0
2017-01-26,42.08,39.74,0.02,0.0
2017-01-27,39.74,38.48,0.0,0.0
2017-01-28,39.02,38.12,0.0,0.0
2017-01-29,39.74,38.3,0.0,0.0
2017-01-30,38.660000000000004,37.4,0.0,0.0
2017-01-31,38.12,36.68,0.06,1.0
2017-02-01,40.46,37.94,0.0,0.0
2017-02-02,40.1,37.76,0.0,0.0
2017-02-03,37.94,36.68,0.0,0.0
2017-02-04,38.12,35.96,0.0,0.0
2017-02-05,39.74,37.58,0.0,0.0
2017-02-06,40.82,38.48,0.0,0.0
2017-02-07,39.56,38.48,0.27,0.0
2017-02-08,43.16,38.839999999999996,0.03,0.0
2017-02-09,39.92,35.42,1.16,9.4
2017-02-10,37.76,35.42,0.0,0.0
2017-02-11,40.64,37.4,0.0,0.0
2017-02-12,39.2,37.4,0.46,0.0
2017-02-13,39.02,37.58,0.02,0.0
2017-02-14,39.38,37.04,0.0,0.0
2017-02-15,40.46,38.3,0.0,0.0
2017-02-16,38.3,37.04,0.0,0.0
2017-02-17,39.38,36.68,0.0,0.0
2017-02-18,43.34,38.3,0.0,0.0
2017-02-19,43.7,41.54,0.0,0.0
2017-02-20,41.9,39.02,0.0,0.0
2017-02-21,40.46,38.12,0.0,0.0
2017-02-22,42.260000000000005,39.56,0.0,0.0
2017-02-23,43.7,39.92,0.0,0.0
2017-02-24,44.6,42.44,0.0,0.0
2017-02-25,43.34,39.92,0.54,0.0
2017-02-26,39.92,38.48,0.0,0.0
2017-02-27,41.72,38.3,0.0,0.0
2017-02-28,42.620000000000005,40.46,0.0,0.0
2017-03-01,44.6,41.72,0.12,0.0
2017-03-02,43.519999999999996,38.3,0.0,0.0
2017-03-03,39.02,36.32,0.0,0.0
2017-03-04,37.4,35.06,0.0,0.0
2017-03-05,38.660000000000004,34.52,0.0,0.0
2017-03-06,40.1,36.68,0.0,0.0
2017-03-07,42.08,39.56,0.1,0.0
2017-03-08,42.620000000000005,40.46,0.02,0.0
2017-03-09,42.980000000000004,40.46,0.0,0.0
2017-03-10,40.46,36.14,0.31,2.1
2017-03-11,37.22,35.06,0.0,0.0
2017-03-12,37.22,35.42,0.0,0.0
2017-03-13,38.48,35.6,0.0,0.0
2017-03-14,37.76,35.78,1.97,7.6
2017-03-15,36.68,35.6,0.0,0.0
2017-03-16,39.02,36.32,0.0,0.0
2017-03-17,40.46,37.22,0.0,0.0
2017-03-18,39.02,38.12,0.08,0.0
2017-03-19,40.46,38.12,0.0,0.0
2017-03-20,41.36,37.94,0.0,0.0
2017-03-21,42.620000000000005,39.56,0.0,0.0
2017-03-22,41.0,36.32,0.0,0.0
2017-03-23,39.56,36.14,0.0,0.0
2017-03-24,42.260000000000005,38.48,0.0,0.0
2017-03-25,43.16,39.56,0.01,0.0
2017-03-26,39.56,38.660000000000004,0.14,0.0
2017-03-27,41.54,38.660000000000004,0.26,0.0
2017-03-28,40.28,39.38,0.72,0.0
2017-03-29,42.8,39.56,0.0,0.0
2017-03-30,41.36,38.839999999999996,0.01,0.0
2017-03-31,39.74,38.660000000000004,1.51,0.0
2017-04-01,40.64,38.660000000000004,0.0,0.0
2017-04-02,43.34,39.2,0.0,0.0
2017-04-03,43.34,40.64,0.03,0.0
2017-04-04,41.18,40.1,1.18,0.0
2017-04-05,43.7,40.1,0.0,0.0
2017-04-06,41.54,39.2,0.73,0.0
2017-04-07,41.18,39.2,0.0,0.0
2017-04-08,42.260000000000005,39.2,0.0,0.0
2017-04-09,44.06,40.1,0.0,0.0
2017-04-10,45.32,41.54,0.0,0.0
2017-04-11,46.4,42.980000000000004,0.0,0.0
2017-04-12,45.68,42.44,0.02,0.0
2017-04-13,43.7,40.64,0.0,0.0
2017-04-14,43.879999999999995,40.64,0.0,0.0
2017-04-15,43.7,41.18,0.0,0.0
2017-04-16,47.66,42.620000000000005,0.0,0.0
2017-04-17,45.32,42.44,0.0,0.0
2017-04-18,43.7,40.46,0.0,0.0
2017-04-19,41.72,40.1,0.0,0.0
2017-04-20,43.879999999999995,41.0,0.17,0.0
2017-04-21,41.54,40.64,0.29,0.0
2017-04-22,42.260000000000005,40.82,0.11,0.0
2017-04-23,43.879999999999995,40.28,0.0,0.0
2017-04-24,42.8,40.64,0.0,0.0
2017-04-25,41.72,40.82,0.91,0.0
2017-04-26,42.8,41.54,0.34,0.0
2017-04-27,44.6,42.260000000000005,0.0,0.0
2017-04-28,47.3,42.44,0.0,0.0
2017-04-29,47.3,43.519999999999996,0.06,0.0
2017-04-30,44.06,41.36,0.0,0.0
2017-05-01,45.32,40.82,0.0,0.0
2017-05-02,45.5,43.16,0.0,0.0
2017-05-03,43.7,41.18,0.0,0.0
2017-05-04,43.519999999999996,40.46,0.0,0.0
2017-05-05,42.620000000000005,41.18,3.02,0.0
2017-05-06,44.06,41.36,0.18,0.0
2017-05-07,42.08,40.46,0.01,0.0
2017-05-08,42.260000000000005,39.92,0.0,0.0
2017-05-09,43.34,40.46,0.0,0.0
2017-05-10,43.34,40.82,0.0,0.0
2017-05-11,43.16,41.18,0.0,0.0
2017-05-12,43.7,40.64,0.0,0.0
2017-05-13,41.54,40.1,1.61,0.0
2017-05-14,44.06,40.28,0.02,0.0
2017-05-15,44.239999999999995,41.54,0.0,0.0
2017-05-16,46.22,42.08,0.0,0.0
2017-05-17,48.2,43.7,0.0,0.0
2017-05-18,48.56,45.5,0.0,0.0
2017-05-19,48.379999999999995,43.879999999999995,0.0,0.0
2017-05-20,43.7,41.9,0.01,0.0
2017-05-21,44.42,41.36,0.0,0.0
2017-05-22,42.980000000000004,41.54,0.59,0.0
2017-05-23,44.42,42.08,0.0,0.0
2017-05-24,44.42,42.08,0.04,0.0
2017-05-25,42.620000000000005,42.08,0.58,0.0
2017-05-26,45.14,42.08,0.1,0.0
2017-05-27,44.78,42.620000000000005,0.0,0.0
2017-05-28,44.78,42.44,0.0,0.0
2017-05-29,42.980000000000004,42.08,0.13,0.0
2017-05-30,42.8,41.9,0.06,0.0
2017-05-31,45.5,42.44,0.03,0.0
2017-06-01,46.22,42.620000000000005,0.0,0.0
2017-06-02,45.68,42.260000000000005,0.01,0.0
2017-06-03,45.14,41.9,0.01,0.0
2017-06-04,44.6,42.08,0.09,0.0
2017-06-05,44.06,42.44,0.02,0.0
2017-06-06,42.44,41.36,0.06,0.0
2017-06-07,44.06,41.18,0.0,0.0
2017-06-08,44.42,41.9,0.0,0.0
2017-06-09,46.4,41.54,0.0,0.0
2017-06-10,47.3,43.879999999999995,0.0,0.0
2017-06-11,48.2,44.96,0.0,0.0
2017-06-12,48.74,45.68,0.0,0.0
2017-06-13,48.92,45.86,0.0,0.0
2017-06-14,47.120000000000005,44.42,0.29,0.0
2017-06-15,45.68,43.519999999999996,0.0,0.0
2017-06-16,44.239999999999995,43.34,0.0,0.0
2017-06-17,45.32,43.879999999999995,1.39,0.0
2017-06-18,47.3,44.6,0.0,0.0
2017-06-19,47.84,44.6,1.35,0.0
2017-06-20,46.94,44.78,0.03,0.0
2017-06-21,46.94,44.78,0.0,0.0
2017-06-22,46.94,44.239999999999995,0.0,0.0
2017-06-23,46.94,45.68,0.04,0.0
2017-06-24,47.120000000000005,44.78,1.29,0.0
2017-06-25,46.94,44.239999999999995,0.0,0.0
2017-06-26,46.22,43.519999999999996,0.0,0.0
2017-06-27,45.86,42.8,0.18,0.0
2017-06-28,46.04,42.980000000000004,0.0,0.0
2017-06-29,46.76,44.239999999999995,0.0,0.0
2017-06-30,47.84,45.14,0.0,0.0
2017-07-01,47.3,44.78,0.23,0.0
2017-07-02,47.66,44.96,0.0,0.0
2017-07-03,47.84,44.78,0.45,0.0
2017-07-04,47.3,44.6,0.0,0.0
2017-07-05,47.3,44.6,0.0,0.0
2017-07-06,45.86,44.78,0.0,0.0
2017-07-07,46.4,44.239999999999995,1.78,0.0
2017-07-08,47.120000000000005,44.42,0.0,0.0
2017-07-09,46.58,44.06,0.0,0.0
2017-07-10,47.120000000000005,44.239999999999995,0.0,0.0
2017-07-11,47.3,45.5,0.0,0.0
2017-07-12,47.84,45.86,0.0,0.0
2017-07-13,48.2,45.14,0.0,0.0
2017-07-14,45.14,43.7,0.35,0.0
2017-07-15,47.120000000000005,44.239999999999995,0.0,0.0
2017-07-16,47.66,44.239999999999995,0.0,0.0
2017-07-17,47.3,45.14,0.0,0.0
2017-07-18,47.84,45.14,0.0,0.0
2017-07-19,48.56,45.86,0.0,0.0
2017-07-20,48.92,45.86,0.01,0.0
2017-07-21,48.56,45.68,0.0,0.0
2017-07-22,48.56,44.78,0.57,0.0
2017-07-23,46.22,44.78,0.06,0.0
2017-07-24,45.14,43.34,0.74,0.0
2017-07-25,44.78,43.16,0.0,0.0
2017-07-26,45.86,43.7,0.0,0.0
2017-07-27,46.04,43.7,0.0,0.0
2017-07-28,47.3,44.78,0.0,0.0
2017-07-29,45.86,44.06,0.0,0.0
2017-07-30,46.76,43.519999999999996,0.0,0.0
2017-07-31,47.84,43.879999999999995,0.0,0.0
2017-08-01,48.56,44.78,0.0,0.0
2017-08-02,47.48,44.42,0.09,0.0
2017-08-03,47.66,44.239999999999995,0.0,0.0
2017-08-04,47.120000000000005,44.42,0.15,0.0
2017-08-05,46.04,44.42,0.3,0.0
2017-08-06,45.68,43.519999999999996,0.0,0.0
2017-08-07,44.78,43.519999999999996,0.76,0.0
2017-08-08,46.04,43.7,0.0,0.0
2017-08-09,47.3,43.519999999999996,0.0,0.0
2017-08-10,46.94,44.239999999999995,0.0,0.0
2017-08-11,46.76,44.42,0.0,0.0
2017-08-12,45.86,43.519999999999996,0.11,0.0
2017-08-13,46.94,44.78,0.0,0.0
2017-08-14,46.4,44.6,0.0,0.0
2017-08-15,45.32,44.239999999999995,0.45,0.0
2017-08-16,47.66,44.6,0.0,0.0
2017-08-17,46.94,44.42,0.0,0.0
2017-08-18,46.76,45.14,0.88,0.0
2017-08-19,47.48,45.14,0.0,0.0
2017-08-20,46.58,44.42,0.0,0.0
2017-08-21,47.66,44.78,0.0,0.0
2017-08-22,48.02,44.96,0.3,0.0
2017-08-23,46.58,44.6,0.0,0.0
2017-08-24,46.4,43.7,0.0,0.0
2017-08-25,46.04,43.34,0.0,0.0
2017-08-26,46.04,43.16,0.0,0.0
2017-08-27,46.04,43.34,0.0,0.0
2017-08-28,45.68,43.34,0.0,0.0
2017-08-29,44.239999999999995,42.980000000000004,0.29,0.0
2017-08-30,46.04,42.8,0.01,0.0
2017-08-31,46.58,43.519999999999996,0.0,0.0
2017-09-01,44.78,41.9,0.0,0.0
2017-09-02,44.239999999999995,41.72,0.53,0.0
2017-09-03,44.42,42.620000000000005,0.74,0.0
2017-09-04,46.4,42.980000000000004,0.0,0.0
2017-09-05,47.3,44.42,0.0,0.0
2017-09-06,44.96,42.980000000000004,0.42,0.0
2017-09-07,44.78,42.620000000000005,0.01,0.0
2017-09-08,44.78,42.44,0.0,0.0
2017-09-09,44.6,41.9,0.0,0.0
2017-09-10,44.96,42.260000000000005,0.0,0.0
2017-09-11,45.68,41.9,0.0,0.0
2017-09-12,46.04,42.620000000000005,0.0,0.0
2017-09-13,46.94,43.519999999999996,0.06,0.0
2017-09-14,46.58,44.6,0.02,0.0
2017-09-15,46.58,44.06,0.0,0.0
2017-09-16,46.76,44.6,0.0,0.0
2017-09-17,46.58,44.239999999999995,0.0,0.0
2017-09-18,45.14,44.239999999999995,0.0,0.0
2017-09-19,46.04,44.42,0.22,0.0
2017-09-20,46.22,44.78,0.0,0.0
2017-09-21,46.4,44.78,0.0,0.0
2017-09-22,46.76,43.879999999999995,0.0,0.0
2017-09-23,47.66,44.239999999999995,0.0,0.0
2017-09-24,48.379999999999995,44.42,0.0,0.0
2017-09-25,47.84,44.6,0.0,0.0
2017-09-26,47.120000000000005,44.239999999999995,0.0,0.0
2017-09-27,47.66,44.42,0.0,0.0
2017-09-28,46.22,42.620000000000005,0.0,0.0
2017-09-29,44.239999999999995,41.9,0.0,0.0
2017-09-30,43.879999999999995,41.72,0.0,0.0
2017-10-01,44.239999999999995,41.0,0.0,0.0
2017-10-02,45.14,41.36,0.0,0.0
2017-10-03,44.78,42.260000000000005,0.0,0.0
2017-10-04,45.5,42.08,0.0,0.0
2017-10-05,46.94,43.7,0.0,0.0
2017-10-06,46.76,44.239999999999995,0.0,0.0
2017-10-07,46.58,43.879999999999995,0.0,0.0
2017-10-08,45.86,44.96,0.22,0.0
2017-10-09,45.86,44.78,0.26,0.0
2017-10-10,46.58,43.879999999999995,0.0,0.0
2017-10-11,45.86,42.8,0.06,0.0
2017-10-12,43.519999999999996,41.9,0.07,0.0
2017-10-13,44.06,41.36,0.0,0.0
2017-10-14,44.96,42.980000000000004,0.08,0.0
2017-10-15,45.32,43.7,0.0,0.0
2017-10-16,44.42,40.28,0.01,0.0
2017-10-17,42.44,39.56,0.0,0.0
2017-10-18,44.96,41.0,0.0,0.0
2017-10-19,44.78,42.08,0.0,0.0
2017-10-20,45.14,42.260000000000005,0.0,0.0
2017-10-21,46.04,42.08,0.0,0.0
2017-10-22,45.68,42.260000000000005,0.0,0.0
2017-10-23,45.32,42.980000000000004,0.0,0.0
2017-10-24,45.32,44.06,0.2,0.0
2017-10-25,44.06,42.260000000000005,0.0,0.0
2017-10-26,42.44,41.0,0.0,0.0
2017-10-27,43.16,40.46,0.0,0.0
2017-10-28,44.42,41.9,0.0,0.0
2017-10-29,44.06,42.8,3.03,0.0
2017-10-30,42.980000000000004,40.28,0.25,0.0
2017-10-31,42.260000000000005,40.1,0.0,0.0
2017-11-01,42.620000000000005,39.74,0.0,0.0
2017-11-02,44.96,42.44,0.0,0.0
2017-11-03,45.32,41.18,0.0,0.0
2017-11-04,42.08,40.28,0.0,0.0
2017-11-05,42.980000000000004,41.18,0.02,0.0
2017-11-06,43.879999999999995,40.28,0.01,0.0
2017-11-07,40.82,39.2,0.7,0.0
2017-11-08,40.82,39.02,0.0,0.0
2017-11-09,41.9,39.02,0.0,0.0
2017-11-10,41.18,36.5,0.01,0.0
2017-11-11,38.839999999999996,36.32,0.0,0.0
2017-11-12,40.28,37.76,0.0,0.0
2017-11-13,40.46,39.02,0.07,0.0
2017-11-14,40.64,38.3,0.0,0.0
2017-11-15,41.18,38.660000000000004,0.0,0.0
2017-11-16,42.260000000000005,39.74,0.2,0.0
2017-11-17,40.46,38.660000000000004,0.0,0.0
2017-11-18,42.08,38.12,0.1,0.0
2017-11-19,42.620000000000005,38.839999999999996,0.23,0.0
2017-11-20,40.46,38.48,0.0,0.0
2017-11-21,42.44,39.56,0.0,0.0
2017-11-22,42.08,38.3,0.21,0.0
2017-11-23,39.74,37.58,0.0,0.0
2017-11-24,41.0,38.3,0.0,0.0
2017-11-25,42.260000000000005,39.74,0.0,0.0
2017-11-26,41.18,39.2,0.0,0.0
2017-11-27,41.18,39.02,0.0,0.0
2017-11-28,41.72,38.48,0.0,0.0
2017-11-29,43.34,39.56,0.0,0.0
2017-11-30,41.54,38.839999999999996,0.03,0.0
2017-12-01,41.36,39.56,0.0,0.0
2017-12-02,40.64,39.02,0.0,0.0
2017-12-03,40.64,39.56,0.0,0.0
2017-12-04,41.18,39.2,0.0,0.0
2017-12-05,42.980000000000004,41.0,0.75,0.0
2017-12-06,42.620000000000005,39.2,0.0,0.0
2017-12-07,39.92,38.660000000000004,0.0,0.0
2017-12-08,39.02,38.12,0.0,0.0
2017-12-09,38.3,37.4,0.46,4.6
2017-12-10,39.02,37.22,0.0,0.0
2017-12-11,39.38,37.94,0.0,0.0
2017-12-12,41.0,37.22,0.0,0.0
2017-12-13,37.58,35.6,0.0,0.0
2017-12-14,37.76,35.96,0.09,1.2
2017-12-15,37.04,35.6,0.11,1.2
2017-12-16,39.02,36.14,0.0,0.0
2017-12-17,38.839999999999996,37.76,0.0,0.0
2017-12-18,40.46,38.12,0.02,0.0
2017-12-19,41.9,40.1,0.0,0.0
2017-12-20,41.18,38.12,0.0,0.0
2017-12-21,39.02,37.76,0.0,0.0
2017-12-22,41.0,38.3,0.0,0.0
2017-12-23,40.64,38.839999999999996,0.49,0.0
2017-12-24,39.38,38.48,0.01,0.0
2017-12-25,38.839999999999996,37.04,0.23,0.0
2017-12-26,37.04,36.14,0.0,0.0
2017-12-27,36.32,35.06,0.0,0.0
2017-12-28,35.24,33.98,0.0,0.0
2017-12-29,35.96,33.98,0.0,0.0
2017-12-30,36.14,35.06,0.05,0.7
2017-12-31,35.78,33.62,0.0,0.0
2018-01-01,35.42,33.26,0.0,0.0
2018-01-02,36.68,34.34,0.0,0.0
2018-01-03,37.4,34.88,0.0,0.0
2018-01-04,37.22,35.42,0.76,9.8
2018-01-05,35.42,33.62,0.0,0.0
2018-01-06,34.34,33.08,0.0,0.0
2018-01-07,35.24,32.9,0.0,0.0
2018-01-08,37.58,35.06,0.01,0.0
2018-01-09,39.92,37.4,0.0,0.0
2018-01-10,39.74,37.4,0.0,0.0
2018-01-11,41.54,39.38,0.0,0.0
2018-01-12,42.980000000000004,39.92,0.54,0.0
2018-01-13,42.44,35.42,0.05,0.0
2018-01-14,36.5,34.7,0.0,0.0
2018-01-15,37.4,34.88,0.0,0.0
2018-01-16,38.48,36.5,0.0,0.0
2018-01-17,38.48,35.96,0.19,0.4
2018-01-18,37.76,35.24,0.0,0.0
2018-01-19,39.38,36.32,0.0,0.0
2018-01-20,41.36,38.839999999999996,0.0,0.0
2018-01-21,41.0,39.56,0.0,0.0
2018-01-22,40.82,38.839999999999996,0.01,0.0
2018-01-23,42.8,38.839999999999996,0.3,0.0
2018-01-24,39.92,36.86,0.0,0.0
2018-01-25,38.12,36.14,0.0,0.0
2018-01-26,38.839999999999996,36.68,0.0,0.0
2018-01-27,42.08,38.3,0.0,0.0
2018-01-28,41.9,40.28,0.21,0.0
2018-01-29,40.46,38.3,0.0,0.1
2018-01-30,38.48,36.32,0.11,0.9
2018-01-31,37.94,35.24,0.0,0.0
2018-02-01,40.1,37.76,0.05,0.0
2018-02-02,39.38,35.06,0.18,0.0
2018-02-03,37.58,34.88,0.0,0.0
2018-02-04,40.28,37.4,0.96,0.0
2018-02-05,39.2,36.68,0.0,0.0
2018-02-06,38.660000000000004,36.68,0.0,0.0
2018-02-07,40.1,37.4,0.85,0.5
2018-02-08,37.94,36.5,0.0,0.0
2018-02-09,39.02,36.68,0.0,0.0
2018-02-10,41.0,39.02,0.58,0.0
2018-02-11,43.16,40.1,1.21,0.0
2018-02-12,43.16,37.76,0.0,0.0
2018-02-13,38.839999999999996,36.68,0.0,0.0
2018-02-14,41.54,38.3,0.08,0.0
2018-02-15,43.16,40.28,0.16,0.0
2018-02-16,42.44,38.48,0.09,0.0
2018-02-17,39.2,37.04,0.52,4.4
2018-02-18,39.92,37.94,0.01,0.0
2018-02-19,40.82,38.48,0.04,0.0
2018-02-20,44.06,40.46,0.0,0.0
2018-02-21,46.04,41.9,0.06,0.0
2018-02-22,42.620000000000005,38.660000000000004,0.17,0.0
2018-02-23,39.56,38.48,0.06,0.0
2018-02-24,41.9,39.56,0.08,0.0
