date,vc_tempmax,vc_tempmin,vc_temp,humidity,precipitation,precip_probability,precip_type,wind_speed,wind_direction,pressure,cloud_cover,visibility,uv_index,conditions
2016-05-03,56.9,51.2,52.8,89.4,0.654,100.0,['rain'],10.3,73.9,1011.0,99.5,5.1,2.0,"Rain, Overcast"
2016-05-04,52.1,48.8,50.2,82.5,0.012,100.0,['rain'],13.9,64.7,1008.2,100.0,7.9,2.0,"Rain, Overcast"
2016-05-05,56.9,47.0,51.5,70.5,0.0,0.0,,11.4,53.7,1005.2,100.0,9.5,2.0,Overcast
2016-05-06,53.1,47.9,50.3,84.2,0.54,100.0,['rain'],13.9,73.2,1006.5,100.0,7.6,2.0,"Rain, Overcast"
2016-05-07,57.8,47.9,52.5,81.9,0.0,0.0,,9.2,78.4,1008.2,88.1,7.5,4.0,Partially cloudy
2016-05-08,65.0,49.9,56.7,59.4,0.153,100.0,['rain'],20.5,300.3,1006.4,46.6,8.3,9.0,"Rain, Partially cloudy"
2016-05-09,72.0,52.1,62.5,36.1,0.0,0.0,,20.5,267.5,1015.0,21.1,9.9,10.0,Partially cloudy
2016-05-10,62.1,51.2,56.8,35.7,0.0,0.0,,12.7,0.9,1022.6,10.7,9.9,7.0,Clear
2016-05-11,74.0,49.9,63.6,44.5,0.0,0.0,,8.1,267.8,1020.8,7.0,9.9,9.0,Clear
2016-05-12,79.0,56.9,66.4,44.1,0.0,0.0,,9.5,107.4,1019.0,6.1,9.9,10.0,Clear
2016-05-13,65.3,57.8,62.1,83.4,0.234,100.0,['rain'],11.8,173.3,1011.2,85.1,7.8,3.0,"Rain, Partially cloudy"
2016-05-14,72.6,58.4,65.1,64.9,0.0,0.0,,25.8,225.2,1006.2,55.6,9.9,8.0,Partially cloudy
2016-05-15,59.2,47.7,53.2,51.1,0.0,0.0,,21.6,279.1,1008.4,64.6,9.9,8.0,Partially cloudy
2016-05-16,66.6,43.2,54.4,38.6,0.0,0.0,,28.3,273.9,1017.2,20.3,9.9,8.0,Partially cloudy
2016-05-17,67.4,55.3,59.4,50.0,0.0,0.0,,13.7,221.9,1021.2,70.2,9.9,6.0,Partially cloudy
2016-05-18,68.0,51.7,58.8,54.4,0.0,0.0,,12.8,63.5,1019.9,71.3,9.9,9.0,Partially cloudy
2016-05-19,71.1,55.1,60.4,50.6,0.0,0.0,,8.1,175.1,1019.2,72.6,9.9,8.0,Partially cloudy
2016-05-20,74.9,54.0,64.3,40.3,0.0,0.0,,9.2,307.1,1022.7,0.1,9.9,10.0,Clear
2016-05-21,65.9,55.1,60.6,52.8,0.039,100.0,['rain'],9.2,99.9,1018.5,48.6,9.6,3.0,"Rain, Partially cloudy"
2016-05-22,69.2,52.1,60.6,65.1,0.087,100.0,['rain'],10.3,58.0,1010.2,87.0,9.6,6.0,"Rain, Partially cloudy"
2016-05-23,76.9,56.0,64.5,61.3,0.024,100.0,['rain'],6.9,156.9,1012.3,20.0,9.1,8.0,Rain
2016-05-24,73.1,57.8,64.3,68.5,0.185,100.0,['rain'],6.9,302.5,1013.0,93.4,7.9,7.0,"Rain, Overcast"
2016-05-25,87.2,61.1,74.8,40.9,0.0,0.0,,6.9,269.7,1017.0,1.2,8.7,10.0,Clear
2016-05-26,89.1,70.1,79.0,35.9,0.0,0.0,,7.0,221.2,1018.0,0.2,8.3,9.0,Clear
2016-05-27,85.9,74.0,78.2,54.4,0.0,0.0,,9.2,162.6,1017.3,5.5,7.2,9.0,Clear
2016-05-28,90.0,71.1,80.0,56.1,0.0,0.0,,10.7,203.8,1019.0,13.7,7.6,8.0,Clear
2016-05-29,85.9,71.1,76.9,55.5,0.0,0.0,,13.9,187.1,1019.4,7.5,9.1,9.0,Clear
2016-05-30,79.1,67.9,73.1,82.0,1.647,100.0,['rain'],10.6,208.2,1015.0,71.1,7.0,7.0,"Rain, Partially cloudy"
2016-05-31,84.8,72.0,76.0,66.3,0.0,0.0,,7.0,212.0,1013.9,41.3,8.2,10.0,Partially cloudy
2016-06-01,82.1,67.9,74.8,48.4,0.0,0.0,,11.1,85.4,1018.2,7.5,8.4,9.0,Clear
2016-06-02,75.8,63.0,67.7,68.3,0.0,0.0,,11.1,75.0,1020.0,25.7,7.5,9.0,Partially cloudy
2016-06-03,70.1,63.0,66.1,81.1,0.044,100.0,['rain'],4.7,157.0,1017.8,100.0,5.9,3.0,"Rain, Overcast"
2016-06-04,83.0,65.9,72.3,75.5,0.392,100.0,['rain'],8.1,188.4,1015.2,73.6,6.0,7.0,"Rain, Partially cloudy"
2016-06-05,70.1,65.0,67.0,88.9,0.92,100.0,['rain'],9.0,161.7,1008.2,82.0,5.9,2.0,"Rain, Partially cloudy"
2016-06-06,82.1,65.9,74.1,64.0,0.0,0.0,,10.3,247.6,1004.3,35.6,7.6,9.0,Partially cloudy
2016-06-07,83.9,67.9,75.4,50.9,0.0,0.0,,16.2,273.3,1000.1,13.2,8.6,9.0,Clear
2016-06-08,65.9,52.1,60.7,61.2,0.453,100.0,['rain'],14.3,297.0,1003.9,38.1,8.6,8.0,"Rain, Partially cloudy"
2016-06-09,71.1,54.0,62.4,42.4,0.0,0.0,,21.3,294.7,1009.8,16.8,9.5,10.0,Clear
2016-06-10,75.8,56.9,66.8,33.8,0.0,0.0,,12.3,307.7,1015.1,49.7,9.9,10.0,Partially cloudy
2016-06-11,87.2,60.2,74.0,50.5,0.0,0.0,,12.8,248.9,1011.9,61.2,9.4,7.0,Partially cloudy
2016-06-12,82.1,64.1,77.0,45.4,0.0,0.0,,24.6,300.6,1004.8,29.8,9.6,10.0,Partially cloudy
2016-06-13,74.0,56.9,64.9,51.0,0.0,0.0,,15.3,316.7,1009.8,37.4,9.9,10.0,Partially cloudy
2016-06-14,79.1,58.9,68.9,43.7,0.0,0.0,,14.4,317.9,1012.7,12.6,9.9,10.0,Clear
2016-06-15,83.9,62.1,73.5,42.4,0.0,0.0,,11.0,241.5,1013.1,5.9,9.9,10.0,Clear
2016-06-16,74.9,65.9,69.8,74.6,0.225,100.0,['rain'],5.8,51.9,1008.5,79.8,7.1,7.0,"Rain, Partially cloudy"
2016-06-17,75.8,64.1,69.7,58.7,0.0,0.0,,12.8,90.2,1013.4,12.8,9.0,8.0,Clear
2016-06-18,85.9,62.1,72.4,46.0,0.0,0.0,,5.8,201.2,1022.6,2.2,9.6,9.0,Clear
2016-06-19,87.2,67.9,73.5,53.5,0.0,0.0,,9.2,148.3,1025.3,14.3,9.2,9.0,Clear
2016-06-20,82.1,64.1,74.0,65.3,0.0,0.0,,9.6,154.5,1019.4,2.3,8.7,9.0,Clear
2016-06-21,85.9,72.0,79.2,45.7,0.0,0.0,,10.3,283.4,1009.0,32.6,9.4,9.0,Partially cloudy
2016-06-22,83.9,69.2,77.1,38.0,0.0,0.0,,12.8,300.7,1009.9,19.0,9.7,8.0,Clear
2016-06-23,81.0,69.2,74.6,54.8,0.0,0.0,,5.8,51.1,1011.1,50.8,8.7,7.0,Partially cloudy
2016-06-24,83.0,69.2,74.4,55.4,0.0,0.0,,13.9,78.1,1016.2,3.8,8.8,9.0,Clear
2016-06-25,84.8,65.0,73.1,55.6,0.0,0.0,,8.3,74.2,1021.5,1.1,9.2,10.0,Clear
2016-06-26,85.9,67.9,75.1,50.9,0.0,0.0,,15.5,178.5,1022.2,9.6,8.9,9.0,Clear
2016-06-27,83.0,66.8,74.0,61.7,0.099,100.0,['rain'],18.6,188.9,1017.9,21.0,8.4,9.0,"Rain, Partially cloudy"
2016-06-28,74.9,69.2,71.1,89.1,0.452,100.0,['rain'],12.0,165.8,1013.8,98.5,5.6,3.0,"Rain, Overcast"
2016-06-29,82.1,66.8,74.6,67.6,0.032,100.0,['rain'],8.8,314.5,1011.7,47.2,8.1,8.0,"Rain, Partially cloudy"
2016-06-30,83.9,67.9,75.7,53.5,0.0,0.0,,7.9,267.1,1015.5,10.0,9.9,10.0,Clear
2016-07-01,78.2,66.8,73.5,75.2,0.829,100.0,['rain'],15.5,172.9,1014.2,44.5,7.6,6.0,"Rain, Partially cloudy"
2016-07-02,74.9,64.1,70.7,59.3,0.0,0.0,,14.7,298.0,1014.6,21.1,8.8,9.0,Partially cloudy
2016-07-03,76.9,65.0,72.2,51.5,0.0,0.0,,14.7,242.4,1018.5,0.2,9.9,8.0,Clear
2016-07-04,83.0,65.9,73.7,63.0,0.153,100.0,['rain'],14.4,207.1,1017.1,25.2,8.3,10.0,"Rain, Partially cloudy"
2016-07-05,85.9,69.2,76.9,75.6,1.003,100.0,['rain'],6.9,309.0,1008.9,68.8,7.4,6.0,"Rain, Partially cloudy"
2016-07-06,91.1,75.8,83.4,57.6,0.0,0.0,,8.6,230.4,1010.5,7.0,8.9,8.0,Clear
2016-07-07,88.1,78.2,82.2,69.3,0.039,100.0,['rain'],13.7,172.2,1008.1,26.2,7.3,8.0,"Rain, Partially cloudy"
2016-07-08,84.8,67.9,78.3,74.6,0.079,100.0,['rain'],10.3,82.7,1008.7,40.3,7.3,8.0,"Rain, Partially cloudy"
2016-07-09,72.0,65.9,68.7,82.5,0.448,100.0,['rain'],10.4,108.5,1010.6,100.0,7.4,3.0,"Rain, Overcast"
2016-07-10,79.1,65.9,72.5,73.5,0.079,100.0,['rain'],13.9,303.5,1011.1,71.7,8.0,7.0,"Rain, Partially cloudy"
2016-07-11,80.1,65.9,72.5,62.5,0.0,0.0,,8.3,23.6,1017.9,18.5,9.9,7.0,Clear
2016-07-12,81.0,69.2,74.6,66.9,0.0,0.0,,15.4,181.8,1019.1,9.6,9.5,7.0,Clear
2016-07-13,83.1,71.1,76.4,71.3,0.0,0.0,,13.1,203.0,1017.6,34.7,9.1,0.0,Partially cloudy
2016-07-14,87.2,74.9,79.3,81.4,0.618,100.0,['rain'],8.6,196.2,1012.1,60.0,7.2,7.0,"Rain, Partially cloudy"
2016-07-15,87.2,79.1,83.5,62.4,0.0,0.0,,9.2,252.9,1010.9,7.4,8.5,8.0,Clear
2016-07-16,89.1,75.8,80.9,58.9,0.0,0.0,,6.9,209.3,1015.7,8.5,8.9,8.0,Clear
2016-07-17,89.1,74.9,81.7,58.5,0.0,0.0,,9.2,266.7,1018.4,6.5,8.8,9.0,Clear
2016-07-18,92.0,73.2,81.1,64.1,0.349,100.0,['rain'],11.4,245.6,1017.7,19.0,8.1,9.0,Rain
2016-07-19,83.0,74.0,78.0,50.3,0.0,0.0,,13.9,316.3,1018.4,33.6,9.2,10.0,Partially cloudy
2016-07-20,83.0,70.1,76.1,46.2,0.0,0.0,,11.5,83.3,1022.0,30.0,9.5,9.0,Partially cloudy
2016-07-21,89.1,71.1,78.8,57.6,0.0,0.0,,9.2,227.3,1019.8,0.1,8.7,9.0,Clear
2016-07-22,93.8,74.0,83.7,60.2,0.0,0.0,,15.4,242.3,1012.7,3.3,7.4,9.0,Clear
2016-07-23,96.2,81.0,87.3,43.0,0.0,0.0,,20.0,287.6,1010.2,9.0,8.7,9.0,Clear
2016-07-24,92.9,75.8,83.3,48.7,0.0,0.0,,6.9,168.2,1014.1,0.1,9.0,8.0,Clear
2016-07-25,92.9,74.0,81.4,70.3,0.999,100.0,['rain'],9.2,205.2,1012.6,34.0,6.7,7.0,"Rain, Partially cloudy"
2016-07-26,89.1,72.0,80.5,64.8,0.0,0.0,,14.4,300.3,1012.0,20.0,8.6,9.0,Clear
2016-07-27,90.0,74.9,82.5,51.1,0.0,0.0,,5.8,5.8,1013.3,17.8,9.1,9.0,Clear
2016-07-28,94.9,76.9,82.9,61.3,0.0,0.0,,9.2,243.9,1012.1,14.8,7.3,8.0,Clear
2016-07-29,83.0,69.2,75.9,78.9,1.091,100.0,['rain'],10.3,53.6,1010.9,68.8,5.7,8.0,"Rain, Partially cloudy"
2016-07-30,83.0,73.1,76.5,81.2,0.252,100.0,['rain'],8.1,102.3,1015.5,51.2,5.4,6.0,"Rain, Partially cloudy"
2016-07-31,78.2,72.0,74.9,88.2,0.995,100.0,['rain'],11.7,111.9,1016.0,100.0,5.7,3.0,"Rain, Overcast"
2016-08-01,78.2,70.1,72.9,79.8,0.089,100.0,['rain'],12.7,66.7,1017.5,95.9,8.1,5.0,"Rain, Overcast"
2016-08-02,76.9,69.2,72.5,68.1,0.0,0.0,,12.8,64.2,1019.0,62.2,9.2,6.0,Partially cloudy
2016-08-03,78.2,65.9,71.7,65.2,0.0,0.0,,11.7,104.6,1021.2,14.1,9.2,9.0,Clear
2016-08-04,80.1,66.8,73.0,65.1,0.0,0.0,,10.0,174.8,1020.5,14.1,9.0,9.0,Clear
2016-08-05,82.1,69.2,75.1,63.4,0.0,0.0,,8.5,205.4,1015.7,29.9,9.1,8.0,Partially cloudy
2016-08-06,84.8,73.1,78.2,70.9,0.051,100.0,['rain'],11.8,248.2,1007.9,49.2,8.4,7.0,"Rain, Partially cloudy"
2016-08-07,84.8,70.1,78.9,49.0,0.0,0.0,,14.7,317.5,1011.1,6.4,9.5,9.0,Clear
2016-08-08,85.9,71.1,78.1,53.4,0.0,0.0,,6.9,33.7,1016.8,13.2,9.3,9.0,Clear
2016-08-09,85.9,71.1,78.4,58.2,0.0,0.0,,13.6,169.4,1021.9,4.3,9.2,8.0,Clear
2016-08-10,85.9,74.9,80.6,76.8,0.094,100.0,['rain'],11.7,204.4,1020.8,79.4,8.4,5.0,"Rain, Partially cloudy"
2016-08-11,91.1,80.1,84.1,70.5,0.032,100.0,['rain'],10.3,228.9,1017.5,38.4,8.1,6.0,"Rain, Partially cloudy"
2016-08-12,92.9,73.1,82.4,75.7,0.445,100.0,['rain'],12.1,246.4,1012.8,28.4,7.8,8.0,"Rain, Partially cloudy"
2016-08-13,96.2,81.0,87.6,67.0,0.0,0.0,,9.2,225.6,1011.9,9.6,8.2,8.0,Clear
2016-08-14,93.8,78.2,86.1,63.6,0.059,100.0,['rain'],13.9,275.3,1013.9,26.8,9.0,8.0,"Rain, Partially cloudy"
2016-08-15,91.1,76.9,83.1,64.1,0.0,0.0,,8.1,331.1,1020.0,9.1,9.0,8.0,Clear
2016-08-16,87.2,78.2,82.5,74.1,0.111,100.0,['rain'],15.6,189.3,1019.8,42.0,7.9,5.0,"Rain, Partially cloudy"
2016-08-17,84.8,76.9,80.6,63.3,0.012,100.0,['rain'],12.0,279.4,1015.9,23.2,9.4,9.0,"Rain, Partially cloudy"
2016-08-18,83.9,72.1,78.8,64.7,0.03,100.0,['rain'],5.8,20.4,1015.2,75.7,8.9,7.0,"Rain, Partially cloudy"
2016-08-19,87.2,74.9,79.7,66.3,0.012,100.0,['rain'],6.9,61.7,1013.5,39.3,8.6,7.0,"Rain, Partially cloudy"
2016-08-20,83.0,72.1,77.1,76.6,0.469,100.0,['rain'],9.2,96.5,1013.3,41.9,7.8,7.0,"Rain, Partially cloudy"
2016-08-21,84.8,74.9,77.7,80.3,0.332,100.0,['rain'],13.9,160.1,1010.4,64.3,7.6,7.0,"Rain, Partially cloudy"
2016-08-22,76.9,69.2,73.0,57.0,0.0,0.0,,18.3,315.9,1015.1,11.6,9.8,9.0,Clear
2016-08-23,80.2,62.2,71.9,49.9,0.0,0.0,,7.3,304.1,1025.0,0.0,9.8,9.0,Clear
2016-08-24,87.7,67.9,76.9,56.0,0.0,0.0,,16.3,197.3,1023.5,11.5,9.5,9.0,Clear
2016-08-25,85.9,69.7,78.0,64.9,0.0,0.0,,17.6,193.7,1018.2,59.7,9.9,8.0,Partially cloudy
2016-08-26,89.5,75.1,82.5,61.9,0.0,0.0,,16.3,296.4,1015.2,50.2,9.9,7.0,Partially cloudy
2016-08-27,88.1,73.3,79.4,49.6,0.0,0.0,,9.8,38.2,1021.5,10.0,9.6,8.0,Clear
2016-08-28,87.2,72.0,78.3,60.9,0.0,0.0,,10.4,171.0,1023.1,3.2,9.2,8.0,Clear
2016-08-29,90.0,74.0,81.1,53.3,0.0,0.0,,10.3,314.8,1019.6,13.7,9.4,8.0,Clear
2016-08-30,83.9,70.1,76.5,56.9,0.0,0.0,,10.7,99.5,1019.7,19.4,9.7,8.0,Clear
2016-08-31,88.1,74.0,79.4,66.3,0.0,0.0,,10.8,212.1,1014.5,29.5,8.2,7.0,Partially cloudy
2016-09-01,78.2,70.1,73.1,84.1,0.504,100.0,['rain'],7.0,279.5,1011.2,89.3,6.2,5.0,"Rain, Partially cloudy"
2016-09-02,80.1,65.9,72.8,54.3,0.0,0.0,,10.3,4.0,1017.7,23.6,9.9,8.0,Partially cloudy
2016-09-03,74.0,66.8,70.6,64.2,0.0,0.0,,10.3,65.8,1021.2,32.6,9.9,5.0,Partially cloudy
2016-09-04,79.1,65.0,71.3,56.0,0.0,0.0,,12.8,53.7,1023.1,2.2,9.9,8.0,Clear
2016-09-05,83.0,65.9,73.7,47.2,0.0,0.0,,17.3,22.5,1020.4,8.5,9.9,5.0,Clear
2016-09-06,79.1,72.0,76.1,58.1,0.0,0.0,,16.1,31.4,1014.6,91.2,9.6,6.0,Overcast
2016-09-07,83.0,71.1,76.2,71.3,0.0,0.0,,12.8,46.2,1014.9,74.2,9.2,6.0,Partially cloudy
2016-09-08,88.1,71.1,79.1,71.4,0.0,0.0,,11.7,185.7,1012.0,12.7,8.1,4.0,Clear
2016-09-09,90.0,76.9,85.0,59.5,0.07,100.0,['rain'],6.9,284.6,1012.1,45.6,8.9,7.0,"Rain, Partially cloudy"
2016-09-10,90.0,74.9,81.0,78.2,0.149,100.0,['rain'],12.0,136.6,1014.7,29.4,6.4,6.0,"Rain, Partially cloudy"
2016-09-11,82.1,70.1,78.2,56.4,0.0,0.0,,15.9,277.0,1014.9,30.5,9.0,7.0,Partially cloudy
2016-09-12,78.2,62.1,68.9,53.0,0.0,0.0,,10.3,82.7,1023.2,2.2,9.9,8.0,Clear
2016-09-13,82.1,64.1,71.4,64.7,0.0,0.0,,14.4,197.9,1022.0,3.2,9.7,8.0,Clear
2016-09-14,90.0,69.2,75.6,62.9,0.558,100.0,['rain'],10.3,251.8,1017.9,23.6,8.8,8.0,"Rain, Partially cloudy"
2016-09-15,73.1,62.1,67.1,51.7,0.0,0.0,,11.4,53.8,1023.9,19.9,9.9,8.0,Clear
2016-09-16,73.1,62.1,66.0,62.7,0.0,0.0,,6.9,141.7,1025.9,36.1,9.9,7.0,Partially cloudy
2016-09-17,75.8,58.9,68.0,70.0,0.0,0.0,,8.8,183.5,1022.7,5.4,9.8,8.0,Clear
2016-09-18,81.1,70.1,75.1,76.9,0.0,0.0,,11.0,201.1,1017.5,44.5,8.7,5.0,Partially cloudy
2016-09-19,75.8,69.2,71.8,90.5,0.689,100.0,['rain'],8.1,187.9,1017.0,77.7,6.9,1.0,"Rain, Partially cloudy"
2016-09-20,82.1,67.9,73.7,79.4,0.0,0.0,,6.9,36.3,1019.1,47.6,8.6,4.0,Partially cloudy
2016-09-21,83.9,69.2,75.2,56.2,0.0,0.0,,8.1,27.4,1020.9,0.2,9.4,7.0,Clear
2016-09-22,85.9,65.0,74.1,46.2,0.0,0.0,,6.9,80.1,1020.5,0.1,9.9,8.0,Clear
2016-09-23,85.9,64.1,74.7,55.2,0.0,0.0,,6.9,307.4,1015.9,3.8,9.4,7.0,Clear
2016-09-24,73.1,57.8,64.1,64.0,0.212,100.0,['rain'],8.1,31.5,1018.8,54.2,9.1,6.0,"Rain, Partially cloudy"
2016-09-25,69.2,54.0,61.2,45.7,0.0,0.0,,10.3,9.0,1021.5,0.0,9.9,8.0,Clear
2016-09-26,71.1,55.1,63.7,53.5,0.0,0.0,,8.1,137.9,1020.4,37.1,9.9,6.0,Partially cloudy
2016-09-27,74.0,64.1,67.9,75.5,0.224,100.0,['rain'],12.8,231.1,1013.2,41.8,8.1,4.0,"Rain, Partially cloudy"
2016-09-28,67.9,56.9,63.5,79.8,0.0,0.0,,15.0,66.0,1019.4,65.2,7.5,5.0,Partially cloudy
2016-09-29,64.1,56.9,61.0,74.6,0.0,0.0,,17.4,75.4,1026.9,98.5,9.2,3.0,Overcast
2016-09-30,60.2,56.0,57.9,83.6,0.406,100.0,['rain'],18.4,59.7,1025.5,100.0,5.6,1.0,"Rain, Overcast"
2016-10-01,62.1,56.0,58.8,85.8,0.0,0.0,,12.0,54.3,1022.3,100.0,9.2,1.0,Overcast
2016-10-02,63.0,56.9,59.9,85.4,0.0,0.0,,5.8,43.2,1018.9,100.0,8.4,2.0,Overcast
2016-10-03,71.1,61.1,64.8,76.5,0.0,0.0,,5.8,339.5,1016.6,84.0,7.3,6.0,Partially cloudy
2016-10-04,67.9,60.2,64.3,69.9,0.0,0.0,,12.8,62.4,1024.5,81.4,9.6,4.0,Partially cloudy
2016-10-05,65.9,54.0,59.4,66.3,0.0,0.0,,9.2,64.0,1026.6,12.1,9.8,7.0,Clear
2016-10-06,73.1,56.0,62.5,72.3,0.0,0.0,,6.9,66.2,1025.9,0.1,8.4,7.0,Clear
2016-10-07,74.0,56.9,63.5,72.0,0.0,0.0,,6.9,117.0,1024.7,1.1,7.7,7.0,Clear
2016-10-08,67.9,57.8,63.4,87.6,0.228,100.0,['rain'],5.8,63.4,1018.8,55.3,6.6,2.0,"Rain, Partially cloudy"
2016-10-09,65.0,51.2,56.8,78.6,0.55,100.0,['rain'],12.8,12.7,1015.9,79.7,7.1,1.0,"Rain, Partially cloudy"
2016-10-10,63.0,47.0,54.1,47.0,0.0,0.0,,9.2,344.3,1023.2,4.2,9.9,7.0,Clear
2016-10-11,63.0,47.0,53.7,59.5,0.0,0.0,,8.0,69.8,1030.4,0.1,9.9,7.0,Clear
2016-10-12,64.1,53.1,58.3,73.6,0.0,0.0,,5.8,141.8,1026.7,29.4,9.7,5.0,Partially cloudy
2016-10-13,66.8,55.1,60.1,79.4,0.0,0.0,,17.1,277.9,1019.4,32.6,8.2,5.0,Partially cloudy
2016-10-14,61.1,47.9,53.7,53.2,0.0,0.0,,8.1,11.0,1026.3,0.1,9.9,7.0,Clear
2016-10-15,65.0,46.1,54.4,61.8,0.0,0.0,,10.1,99.7,1028.8,0.1,9.9,6.0,Clear
2016-10-16,69.2,54.0,60.7,71.9,0.0,0.0,,10.3,232.4,1021.2,21.0,9.3,6.0,Partially cloudy
2016-10-17,80.1,63.0,70.5,66.6,0.0,0.0,,8.0,249.5,1013.6,39.8,8.5,6.0,Partially cloudy
2016-10-18,81.0,66.8,73.1,67.1,0.0,0.0,,14.3,209.4,1012.0,3.8,8.0,6.0,Clear
2016-10-19,83.9,69.2,74.6,59.4,0.0,0.0,,10.0,284.8,1014.6,23.4,9.1,5.0,Partially cloudy
2016-10-20,70.1,62.1,66.1,69.2,0.0,0.0,,11.4,80.6,1019.1,63.2,8.6,4.0,Partially cloudy
2016-10-21,69.2,65.9,67.4,91.6,1.064,100.0,['rain'],5.8,161.7,1005.7,85.6,5.7,2.0,"Rain, Partially cloudy"
2016-10-22,62.1,47.0,50.3,76.0,0.348,100.0,['rain'],21.7,296.7,998.3,100.0,8.7,2.0,"Rain, Overcast"
2016-10-23,61.1,46.1,53.4,47.2,0.0,0.0,,15.2,279.5,1009.2,17.4,9.9,6.0,Clear
2016-10-24,61.1,48.8,55.2,56.8,0.0,0.0,,12.8,302.7,1013.3,48.7,9.9,6.0,Partially cloudy
2016-10-25,51.2,45.0,48.1,49.1,0.0,0.0,,22.8,302.7,1023.1,46.5,9.9,5.0,Partially cloudy
2016-10-26,49.9,38.0,44.0,47.4,0.0,0.0,,13.5,321.5,1029.3,4.3,9.9,6.0,Clear
2016-10-27,54.0,40.9,45.4,73.5,1.405,100.0,['rain'],9.2,73.1,1026.3,95.8,6.5,1.0,"Rain, Overcast"
2016-10-28,54.0,43.1,46.2,68.1,0.012,100.0,['rain'],16.1,306.7,1019.4,59.6,9.2,4.0,"Rain, Partially cloudy"
2016-10-29,64.1,38.9,51.6,59.6,0.0,0.0,,13.9,235.0,1018.1,14.2,9.9,5.0,Clear
2016-10-30,74.9,56.0,64.5,71.6,0.553,100.0,['rain'],9.2,268.0,1011.5,78.8,8.4,4.0,"Rain, Partially cloudy"
2016-10-31,56.0,44.1,49.6,56.9,0.0,0.0,,13.3,346.8,1020.7,24.6,9.9,6.0,Partially cloudy
2016-11-01,57.8,39.8,49.8,66.2,0.0,0.0,,11.7,102.7,1027.1,14.7,9.9,5.0,Clear
2016-11-02,69.2,54.0,61.1,67.6,0.0,0.0,,7.7,219.6,1023.0,22.0,9.4,5.0,Partially cloudy
2016-11-03,72.0,57.8,64.5,66.7,0.0,0.0,,11.7,273.5,1014.3,29.9,7.8,3.0,Partially cloudy
2016-11-04,60.2,49.9,55.3,48.3,0.0,0.0,,11.7,323.1,1019.5,16.3,9.9,5.0,Clear
2016-11-05,61.1,44.1,52.5,52.3,0.0,0.0,,13.1,296.9,1022.4,8.5,9.9,5.0,Clear
2016-11-06,56.9,46.1,53.1,50.9,0.0,0.0,,13.9,350.5,1023.2,9.2,9.9,5.0,Clear
2016-11-07,52.1,40.9,47.0,47.4,0.0,0.0,,11.4,26.6,1029.6,0.0,9.9,6.0,Clear
2016-11-08,65.9,42.2,54.0,43.7,0.0,0.0,,6.9,286.1,1019.9,0.1,9.9,5.0,Clear
2016-11-09,58.9,49.9,54.9,66.8,0.068,100.0,['rain'],9.8,336.2,1011.0,69.9,7.7,2.0,"Rain, Partially cloudy"
2016-11-10,55.1,40.9,49.0,51.7,0.0,0.0,,12.7,288.4,1013.3,13.7,9.9,5.0,Clear
2016-11-11,62.1,42.2,51.8,42.1,0.0,0.0,,18.5,289.8,1009.2,10.0,9.9,5.0,Clear
2016-11-12,49.9,37.1,43.3,39.4,0.0,0.0,,16.3,310.4,1024.0,0.1,9.9,5.0,Clear
2016-11-13,61.1,40.9,50.2,36.8,0.0,0.0,,11.8,252.8,1019.3,0.1,9.9,5.0,Clear
2016-11-14,62.1,47.0,54.4,27.6,0.0,0.0,,10.3,259.4,1016.7,11.6,9.9,5.0,Clear
2016-11-15,56.0,47.0,49.8,80.0,1.812,100.0,['rain'],12.7,353.7,1010.3,99.5,6.9,2.0,"Rain, Overcast"
2016-11-16,61.1,45.0,52.5,57.6,0.0,0.0,,13.0,262.5,1008.3,14.7,9.7,5.0,Clear
2016-11-17,61.1,49.9,54.0,57.1,0.0,0.0,,12.0,319.9,1015.5,3.2,9.7,4.0,Clear
2016-11-18,64.1,44.1,53.4,55.5,0.0,0.0,,6.9,324.9,1018.7,0.0,9.9,5.0,Clear
2016-11-19,62.1,46.1,54.3,68.7,0.09,100.0,['rain'],11.4,113.2,1010.7,27.7,9.5,5.0,"Rain, Partially cloudy"
2016-11-20,40.9,35.1,38.8,64.5,0.467,100.0,"['rain', 'snow']",23.0,284.3,1001.0,100.0,8.7,4.0,"Snow, Rain, Overcast"
2016-11-21,39.8,36.0,38.2,43.3,0.0,0.0,,21.9,289.6,1005.2,88.6,9.9,3.0,Partially cloudy
2016-11-22,39.8,37.1,38.2,47.7,0.0,0.0,,20.1,301.0,1017.0,76.2,9.9,4.0,Partially cloudy
2016-11-23,45.0,35.1,39.4,49.6,0.0,0.0,,15.1,324.2,1024.7,7.5,9.9,5.0,Clear
2016-11-24,47.9,39.8,44.2,69.4,0.031,100.0,['rain'],8.1,68.9,1024.3,79.3,9.6,4.0,"Rain, Partially cloudy"
2016-11-25,54.0,45.0,49.1,79.3,0.024,100.0,['rain'],6.9,316.8,1022.9,99.0,6.7,3.0,"Rain, Overcast"
2016-11-26,49.9,40.9,46.4,69.7,0.0,0.0,,10.3,322.1,1018.9,57.5,8.6,4.0,Partially cloudy
2016-11-27,49.9,39.8,43.6,57.2,0.0,0.0,,14.9,304.2,1019.0,22.6,9.9,3.0,Partially cloudy
2016-11-28,51.2,38.9,45.1,56.5,0.0,0.0,,6.9,259.1,1021.3,1.2,9.8,5.0,Clear
