date,nasa_temp_avg,nasa_temp_max,nasa_temp_min,nasa_humidity,nasa_precipitation,nasa_wind_speed,solar_radiation,longwave_radiation
2017-09-05,23.07,28.61,18.42,81.78,0.92,1.89,5.81,9.11
2017-09-06,18.81,20.73,15.23,93.39,18.91,1.05,2.29,9.6
2017-09-07,17.46,22.57,13.74,76.44,6.78,1.5,5.6,8.2
2017-09-08,16.58,22.09,11.43,73.31,0.14,1.34,5.75,7.85
2017-09-09,15.36,21.32,9.97,73.02,0.05,1.38,6.04,7.65
2017-09-10,16.31,22.45,10.83,70.86,0.01,1.36,5.78,7.72
2017-09-11,17.47,24.99,9.75,65.5,0.0,0.89,5.53,7.74
2017-09-12,19.12,26.4,12.84,71.2,0.0,0.9,4.58,8.3
2017-09-13,20.67,27.05,13.71,73.0,0.6,1.04,5.15,8.92
2017-09-14,21.93,26.97,17.61,83.9,1.95,1.3,3.58,9.73
2017-09-15,21.93,27.69,16.75,80.71,0.28,0.92,5.43,8.91
2017-09-16,22.66,27.87,19.12,80.42,0.4,0.72,3.87,9.45
2017-09-17,22.16,28.16,17.34,77.98,0.05,0.72,3.55,9.78
2017-09-18,21.58,26.96,16.55,81.41,0.07,1.35,2.34,9.63
2017-09-19,21.08,24.19,18.5,82.89,4.08,2.46,2.02,9.63
2017-09-20,22.5,25.91,19.49,76.72,0.23,2.11,3.23,9.61
2017-09-21,21.77,25.07,19.35,74.58,0.0,1.56,2.6,9.31
2017-09-22,22.25,27.84,17.28,63.22,0.05,1.95,4.6,9.26
2017-09-23,23.14,30.35,17.79,61.11,0.0,1.31,5.43,8.84
2017-09-24,24.75,32.89,18.0,67.24,0.0,0.92,5.3,8.91
2017-09-25,24.45,31.71,19.24,72.78,0.02,0.79,4.83,9.07
2017-09-26,22.95,29.71,17.75,75.4,0.01,0.9,3.96,9.31
2017-09-27,24.23,30.69,18.79,75.7,0.01,1.04,3.83,9.58
2017-09-28,20.76,25.22,14.07,58.42,0.0,2.16,5.14,8.3
2017-09-29,15.7,21.0,10.1,60.11,0.02,1.02,4.87,7.46
2017-09-30,13.71,17.43,9.41,77.07,2.09,1.71,2.79,8.48
2017-10-01,13.53,20.53,7.66,63.06,0.04,1.06,5.22,7.35
2017-10-02,14.77,23.08,7.76,62.58,0.0,1.0,5.22,7.2
2017-10-03,15.51,21.8,11.03,71.99,0.0,1.19,4.96,7.47
2017-10-04,16.9,24.2,9.58,73.54,0.0,1.66,5.09,7.51
2017-10-05,21.45,28.0,15.09,67.39,0.26,1.53,3.9,8.9
2017-10-06,21.02,27.13,16.07,76.43,0.12,0.93,4.29,9.09
2017-10-07,20.94,25.62,17.09,83.31,0.02,1.39,3.62,8.94
2017-10-08,22.35,25.34,20.65,90.83,9.53,1.97,1.48,9.8
2017-10-09,22.44,24.23,20.7,94.31,7.61,2.1,0.92,9.85
2017-10-10,21.8,27.42,17.62,74.87,0.02,0.98,4.23,8.73
2017-10-11,19.59,25.14,15.74,75.94,1.65,1.35,2.37,9.05
2017-10-12,14.49,18.02,11.05,71.81,1.67,2.33,3.13,8.56
2017-10-13,14.43,19.5,9.21,77.86,0.23,1.52,3.2,8.86
2017-10-14,18.84,25.51,14.53,85.0,1.43,0.74,2.22,9.35
2017-10-15,19.5,24.64,15.81,84.27,1.38,1.75,2.31,9.46
2017-10-16,13.68,18.45,7.37,64.66,0.43,1.92,1.76,8.38
2017-10-17,9.59,16.13,4.15,57.56,0.0,1.22,4.51,6.53
2017-10-18,13.93,22.98,6.44,66.23,0.0,1.08,4.25,7.12
2017-10-19,14.69,21.63,7.75,66.36,0.0,1.6,4.35,7.1
2017-10-20,15.91,22.83,10.51,58.47,0.0,1.36,4.28,7.28
2017-10-21,16.39,26.32,9.03,56.0,0.0,0.97,3.96,7.37
2017-10-22,15.94,24.39,10.32,61.76,0.02,0.98,3.81,7.43
2017-10-23,18.01,23.32,12.45,86.03,0.31,1.81,3.06,8.58
2017-10-24,20.07,23.26,17.12,91.92,24.13,3.18,1.77,9.43
2017-10-25,15.05,18.77,11.88,78.06,11.04,0.91,1.43,8.46
2017-10-26,12.03,16.22,7.93,66.79,1.72,1.93,1.52,7.99
2017-10-27,10.66,17.25,4.62,68.13,0.0,1.23,3.84,6.82
2017-10-28,14.13,19.44,8.08,83.32,0.43,1.76,3.48,7.58
2017-10-29,17.36,19.09,15.9,96.62,76.52,2.91,0.37,8.97
2017-10-30,11.06,17.19,6.91,75.53,8.77,2.78,2.94,7.45
2017-10-31,7.97,12.7,3.69,72.17,0.0,1.79,3.44,6.63
2017-11-01,8.51,12.62,2.28,81.55,0.06,1.01,1.82,7.87
2017-11-02,16.14,21.29,12.3,91.95,0.11,1.26,2.68,8.34
2017-11-03,15.39,20.94,8.16,84.99,0.07,1.63,2.88,8.12
2017-11-04,8.43,11.99,4.31,74.71,0.0,1.25,2.6,7.23
2017-11-05,12.87,15.06,9.85,94.21,1.7,1.56,0.81,8.66
2017-11-06,14.28,18.89,6.07,90.62,1.11,1.73,0.88,8.64
2017-11-07,5.12,8.22,2.16,81.54,13.48,1.69,0.76,7.41
2017-11-08,4.75,9.52,1.5,83.41,0.2,1.62,1.44,7.85
2017-11-09,6.88,11.1,2.14,86.17,0.24,1.04,2.61,7.53
2017-11-10,1.03,9.21,-5.46,61.4,0.12,2.78,2.99,6.15
2017-11-11,-1.55,3.1,-5.5,56.35,0.0,1.34,3.28,5.8
2017-11-12,3.2,7.03,0.18,50.66,0.0,0.63,2.53,6.72
2017-11-13,2.85,6.96,-0.51,86.19,1.89,1.3,0.59,7.51
2017-11-14,2.15,6.9,-1.12,90.82,0.42,1.31,0.88,7.71
2017-11-15,4.06,8.98,-1.11,84.57,0.28,1.09,2.34,7.5
2017-11-16,8.99,12.71,4.78,82.71,4.72,1.86,1.86,7.45
2017-11-17,3.12,7.75,-2.35,67.13,0.01,2.09,3.09,6.2
2017-11-18,4.83,11.35,-2.74,84.09,2.58,1.59,1.12,7.4
2017-11-19,8.72,13.44,2.85,77.52,8.08,2.92,2.2,7.59
2017-11-20,3.07,7.12,0.16,74.25,0.11,1.94,2.22,6.59
2017-11-21,6.19,12.05,0.67,82.31,0.0,1.86,2.81,6.73
2017-11-22,6.78,10.29,-0.24,84.99,8.54,1.73,0.94,7.52
2017-11-23,0.29,5.73,-3.61,73.28,0.0,1.09,2.72,5.88
2017-11-24,2.28,9.07,-2.98,80.85,0.0,1.09,2.75,6.18
2017-11-25,5.83,11.83,-0.1,85.25,0.03,1.28,2.67,6.91
2017-11-26,4.02,7.27,-0.14,78.43,0.0,1.68,2.52,6.54
2017-11-27,3.09,8.86,-1.36,75.92,0.0,1.76,2.48,6.39
2017-11-28,3.53,9.16,-2.65,82.73,0.0,1.26,2.56,6.59
2017-11-29,7.69,14.29,1.38,80.7,0.02,1.68,2.6,6.44
2017-11-30,3.75,9.04,-1.98,89.93,0.6,1.14,1.49,7.1
2017-12-01,5.17,9.77,-0.39,86.13,0.44,1.37,2.58,6.62
2017-12-02,3.03,8.17,-1.86,78.48,0.0,0.68,2.07,6.61
2017-12-03,5.19,9.24,1.32,81.38,0.02,0.79,0.86,7.64
2017-12-04,4.83,9.72,1.55,89.83,0.02,0.97,2.21,6.83
2017-12-05,10.64,13.13,5.24,95.04,6.67,2.48,0.94,8.22
2017-12-06,5.21,13.21,0.39,71.44,4.5,1.83,1.6,7.01
2017-12-07,2.01,6.26,-0.61,72.41,0.01,1.76,2.59,6.33
2017-12-08,-0.34,3.03,-3.38,76.25,0.01,0.99,1.05,6.88
2017-12-09,-0.86,0.29,-2.8,87.36,9.42,1.28,0.26,7.26
2017-12-10,-1.19,2.92,-4.59,86.59,0.01,1.73,2.18,6.47
2017-12-11,0.42,3.53,-1.7,77.24,0.14,1.28,2.13,6.69
2017-12-12,2.62,6.26,-3.0,89.35,2.29,1.82,0.86,7.39
2017-12-13,-4.64,-2.67,-6.23,62.92,0.17,3.13,1.56,6.3
2017-12-14,-4.02,-0.75,-8.06,74.36,1.47,1.82,1.49,6.55
2017-12-15,-6.37,-3.67,-9.01,81.27,2.22,0.77,0.68,6.49
2017-12-16,-2.62,1.8,-7.83,87.74,0.02,2.02,1.89,6.66
2017-12-17,-2.13,0.81,-5.38,79.15,0.01,0.75,1.13,7.21
2017-12-18,0.69,3.22,-2.62,97.7,0.21,0.89,1.63,7.3
2017-12-19,4.61,9.24,1.4,92.97,0.01,1.88,1.67,7.08
2017-12-20,1.68,4.94,-2.88,78.36,0.0,1.75,1.41,6.49
2017-12-21,-0.85,3.1,-3.56,73.46,0.0,1.08,2.44,6.08
2017-12-22,1.97,5.2,-2.38,88.51,0.33,1.03,0.4,7.52
2017-12-23,5.16,9.63,1.29,98.18,13.34,1.87,0.39,8.04
2017-12-24,1.07,3.57,-0.37,83.55,2.27,1.77,1.52,6.85
2017-12-25,-0.46,1.58,-4.26,77.94,3.84,2.84,1.81,6.72
2017-12-26,-4.84,-2.91,-6.28,61.65,0.0,2.24,1.99,5.88
2017-12-27,-7.48,-4.81,-11.38,63.21,0.02,1.86,1.97,5.82
2017-12-28,-11.09,-9.1,-12.5,71.14,0.0,2.49,2.44,5.19
2017-12-29,-9.99,-6.9,-12.75,72.98,0.15,1.64,1.86,5.79
2017-12-30,-8.12,-5.75,-10.65,82.94,7.23,1.28,0.67,6.29
2017-12-31,-11.9,-9.75,-15.98,79.78,0.06,2.37,1.75,5.63
2018-01-01,-13.2,-8.89,-17.57,81.7,0.01,2.0,2.31,5.35
2018-01-02,-9.9,-4.38,-13.72,84.34,0.01,1.89,2.37,5.27
2018-01-03,-9.14,-3.47,-14.34,79.7,0.05,1.05,2.4,5.61
2018-01-04,-6.01,-5.37,-8.13,89.92,28.02,4.51,0.18,6.64
2018-01-05,-12.61,-9.09,-14.98,88.47,0.06,3.86,2.08,5.39
2018-01-06,-14.5,-12.46,-16.29,88.48,0.04,3.05,2.1,5.22
2018-01-07,-14.7,-9.87,-20.9,89.67,0.0,1.52,2.34,5.38
2018-01-08,-6.57,-3.09,-12.23,91.2,4.11,2.08,1.31,6.61
2018-01-09,-2.86,1.9,-6.57,91.38,0.02,1.67,2.47,6.07
2018-01-10,-2.96,0.89,-8.11,90.02,0.0,1.19,2.45,6.4
2018-01-11,1.77,3.4,-0.18,99.33,0.08,1.22,1.25,7.62
2018-01-12,7.16,9.52,3.45,100.0,25.54,2.26,0.84,8.36
2018-01-13,-0.04,10.75,-7.58,78.14,10.68,3.45,2.28,6.69
2018-01-14,-8.48,-4.78,-11.25,65.81,0.0,2.7,2.89,5.2
2018-01-15,-7.86,-2.29,-11.29,85.84,0.04,1.8,1.55,6.23
2018-01-16,-3.28,2.21,-9.85,93.08,0.75,0.87,1.88,6.8
2018-01-17,-2.3,0.24,-9.47,91.28,5.77,1.91,0.77,7.1
2018-01-18,-6.97,-0.97,-11.25,84.54,0.0,2.04,2.88,5.43
2018-01-19,-4.06,0.98,-9.03,88.92,0.0,1.55,2.25,5.86
2018-01-20,0.85,7.14,-3.15,87.56,0.0,1.89,2.71,6.18
2018-01-21,3.06,7.98,-1.0,84.78,0.04,0.93,2.44,6.65
2018-01-22,3.68,6.72,1.55,97.73,0.78,0.93,1.25,7.35
2018-01-23,6.84,12.49,2.23,94.45,16.53,2.52,0.81,7.73
2018-01-24,-0.32,3.01,-5.16,78.2,0.0,2.4,2.6,6.03
2018-01-25,-3.62,-0.12,-5.45,67.8,0.0,2.35,3.29,5.29
2018-01-26,-3.01,2.01,-8.11,75.12,0.0,1.09,3.21,5.56
2018-01-27,2.64,8.32,-2.93,92.27,0.02,2.24,2.83,6.51
2018-01-28,4.7,8.38,1.98,95.88,4.9,1.2,0.74,7.45
2018-01-29,1.97,6.09,-1.55,85.3,0.67,2.15,1.43,7.09
2018-01-30,-1.94,1.81,-6.04,81.11,1.63,2.55,1.61,6.77
2018-01-31,-3.83,-0.65,-7.16,67.79,0.01,2.24,3.28,5.58
2018-02-01,0.63,3.64,-2.04,90.6,3.88,1.55,1.52,6.91
2018-02-02,-4.5,0.45,-9.96,71.14,6.09,3.56,2.56,6.2
2018-02-03,-6.89,-1.92,-12.13,75.1,0.0,2.16,3.33,5.39
2018-02-04,0.6,3.38,-4.29,91.79,24.34,1.83,1.46,7.13
2018-02-05,-2.97,0.93,-7.46,81.3,0.01,2.64,3.53,5.55
2018-02-06,-2.94,1.71,-6.74,82.16,0.13,1.09,1.46,6.56
2018-02-07,-1.22,4.63,-6.2,96.86,18.91,2.33,0.46,7.02
2018-02-08,-3.69,-0.6,-7.09,79.67,0.02,2.24,3.43,5.74
2018-02-09,-3.65,0.22,-9.34,86.01,0.24,1.47,2.28,6.26
2018-02-10,2.76,5.16,0.72,99.34,8.38,1.49,1.58,7.36
2018-02-11,4.98,9.15,2.02,99.2,29.21,1.72,0.55,8.1
2018-02-12,2.28,9.41,-3.93,82.48,0.6,2.34,1.52,6.9
2018-02-13,-2.32,2.27,-5.43,74.43,0.0,1.65,3.92,5.73
2018-02-14,2.75,7.82,-1.51,90.63,1.44,1.69,3.23,7.09
2018-02-15,5.7,9.71,2.08,98.05,4.66,1.29,1.63,7.97
2018-02-16,6.29,11.44,-1.46,89.22,4.94,2.18,1.31,7.97
2018-02-17,-0.93,2.68,-4.58,82.78,11.4,1.51,3.67,6.06
2018-02-18,0.07,4.27,-2.52,86.79,1.38,1.75,4.25,6.09
2018-02-19,3.39,7.52,-3.04,94.14,9.77,1.87,2.38,7.34
2018-02-20,9.54,15.63,4.92,95.43,0.98,1.97,2.83,8.01
2018-02-21,13.15,20.22,7.65,92.77,0.92,2.41,3.34,8.33
2018-02-22,3.62,7.36,-0.14,89.18,6.39,2.12,0.57,7.91
2018-02-23,1.83,3.84,-0.67,94.43,5.34,1.86,0.82,7.72
2018-02-24,6.5,11.57,3.36,88.89,2.0,1.45,1.6,7.92
2018-02-25,4.4,6.2,2.91,96.61,27.6,1.67,0.74,7.87
2018-02-26,4.69,9.19,0.48,85.1,0.09,1.56,1.94,7.12
2018-02-27,4.01,10.92,-2.13,80.59,0.0,1.55,4.86,5.89
2018-02-28,5.75,11.8,-0.41,86.81,0.03,1.97,4.5,6.65
2018-03-01,7.88,12.37,3.62,91.98,8.1,1.2,2.35,7.44
2018-03-02,1.79,4.28,1.0,92.23,43.06,5.2,0.53,7.41
2018-03-03,2.47,5.34,0.72,85.23,0.28,4.32,3.4,7.01
2018-03-04,1.76,5.85,-1.44,80.75,0.04,3.33,2.35,7.1
2018-03-05,0.42,4.25,-2.49,82.84,0.05,2.92,2.87,6.48
2018-03-06,1.55,7.35,-3.43,82.41,1.11,1.32,4.97,6.05
2018-03-07,0.75,2.51,-0.61,94.23,28.7,3.7,0.75,7.45
2018-03-08,-0.7,2.83,-4.49,89.53,0.17,2.33,4.11,6.45
2018-03-09,-0.51,3.03,-5.02,87.21,0.13,2.56,3.8,6.35
2018-03-10,-0.21,2.88,-3.0,83.81,0.01,2.57,3.95,6.25
2018-03-11,0.04,5.28,-4.07,82.58,0.0,1.73,5.28,5.73
2018-03-12,0.71,4.33,-3.65,89.19,2.25,2.11,3.04,6.69
2018-03-13,0.77,3.1,-1.62,87.27,5.84,3.55,2.08,6.59
2018-03-14,0.06,2.83,-2.22,82.42,0.44,3.45,4.81,6.03
2018-03-15,1.18,5.5,-1.88,79.05,0.04,2.88,5.13,6.06
2018-03-16,-0.96,1.82,-3.58,77.73,0.02,3.16,4.48,5.83
2018-03-17,-0.17,6.49,-4.67,76.58,0.0,2.43,5.14,5.73
2018-03-18,-1.58,3.62,-5.81,71.18,0.0,2.05,5.78,5.5
2018-03-19,-0.13,5.17,-3.48,73.03,0.0,1.56,5.58,5.79
2018-03-20,-1.15,1.55,-4.54,80.24,0.31,1.93,1.15,6.84
2018-03-21,0.21,1.38,-0.57,88.3,13.42,3.25,0.98,7.19
2018-03-22,2.49,7.08,-0.11,84.86,1.23,2.7,4.7,6.56
2018-03-23,2.45,7.54,-1.3,81.33,0.0,1.79,4.97,6.64
2018-03-24,2.06,7.57,-2.32,78.11,0.0,1.96,5.65,6.08
2018-03-25,1.49,6.06,-2.32,82.21,0.02,1.9,3.75,6.41
2018-03-26,1.76,8.17,-3.01,78.71,0.0,1.53,6.3,5.6
2018-03-27,1.43,4.96,-2.87,80.31,0.38,1.03,3.99,6.45
2018-03-28,5.6,10.97,0.74,89.97,0.46,0.94,3.19,7.73
2018-03-29,7.98,11.56,5.12,93.59,0.43,1.1,1.79,8.16
2018-03-30,8.83,12.97,3.66,88.61,2.99,1.88,2.28,8.02
2018-03-31,5.12,11.87,-1.67,71.62,0.0,1.85,6.76,5.88
2018-04-01,6.17,12.32,0.36,81.39,0.71,2.03,3.44,7.23
2018-04-02,1.64,5.67,-1.02,82.64,11.07,1.42,3.48,6.96
2018-04-03,2.83,4.74,-0.99,94.85,7.31,1.2,1.13,7.53
2018-04-04,6.67,15.06,1.36,82.36,3.77,2.72,1.96,7.59
2018-04-05,1.18,5.65,-2.35,65.46,0.0,2.47,6.6,5.69
2018-04-06,4.05,10.48,-2.32,88.35,1.59,1.63,2.97,7.13
2018-04-07,3.5,6.73,-0.46,71.8,0.55,1.7,3.93,7.14
2018-04-08,0.7,5.36,-3.11,70.13,0.0,2.12,6.21,5.9
2018-04-09,1.78,7.69,-3.71,72.79,0.06,1.24,5.94,6.42
2018-04-10,3.6,8.43,-0.67,78.9,0.67,1.07,3.36,7.14
2018-04-11,3.79,9.42,-2.78,72.9,0.0,1.14,6.6,6.1
2018-04-12,7.78,12.31,1.14,84.39,0.02,1.76,4.69,7.39
2018-04-13,14.64,20.09,10.56,87.81,0.34,1.81,4.87,8.04
2018-04-14,13.53,21.85,5.04,83.83,0.07,1.91,6.58,7.82
2018-04-15,3.6,4.83,2.08,88.05,10.91,3.24,1.56,7.92
2018-04-16,8.27,14.38,2.24,92.16,49.21,3.47,3.38,7.97
2018-04-17,4.48,8.19,1.41,80.1,0.64,2.09,4.18,7.37
2018-04-18,5.07,9.86,-0.62,74.97,0.13,1.71,6.2,6.81
2018-04-19,4.92,8.64,0.87,82.66,4.62,1.68,2.22,7.65
2018-04-20,3.89,9.85,-0.74,73.84,0.02,2.14,7.48,5.96
2018-04-21,6.61,13.97,-1.2,72.4,0.0,1.36,7.4,6.25
2018-04-22,8.74,16.5,0.55,66.45,0.0,1.01,7.62,6.2
2018-04-23,9.13,16.51,2.15,75.87,0.0,1.12,7.63,6.38
2018-04-24,10.01,15.29,5.31,80.7,0.45,1.51,6.1,7.15
2018-04-25,11.33,14.68,8.73,94.37,16.89,1.5,2.07,8.5
2018-04-26,12.83,17.2,8.1,78.89,0.4,1.39,7.14,7.31
2018-04-27,10.17,12.58,8.14,91.38,5.98,1.15,1.48,8.29
2018-04-28,11.81,18.35,6.94,85.84,2.22,1.12,6.37,7.87
2018-04-29,8.75,13.35,3.53,77.9,3.14,1.82,5.41,7.8
2018-04-30,6.14,9.48,3.34,84.36,1.4,1.89,4.62,7.36
2018-05-01,13.11,22.15,2.7,74.12,0.0,1.13,7.56,7.26
2018-05-02,18.37,25.74,10.14,77.29,0.0,1.66,7.62,7.67
2018-05-03,21.09,27.31,15.53,85.02,0.72,1.68,6.82,8.77
2018-05-04,20.4,24.27,17.9,85.4,2.63,1.63,4.07,9.19
2018-05-05,15.38,20.54,11.31,72.09,0.01,1.47,4.89,8.28
2018-05-06,13.56,15.15,12.11,89.25,2.99,1.0,1.79,8.4
2018-05-07,15.5,21.82,10.25,82.06,0.2,0.89,6.21,7.83
2018-05-08,14.77,20.44,9.52,79.85,0.0,0.79,7.69,7.26
2018-05-09,15.36,22.93,8.87,77.36,0.0,0.82,6.84,7.66
2018-05-10,13.72,18.07,9.05,87.98,5.04,1.29,4.81,8.37
2018-05-11,15.46,19.8,12.34,74.04,0.05,1.18,7.36,8.04
2018-05-12,12.0,14.99,10.19,89.4,7.1,1.03,3.0,8.71
2018-05-13,11.07,13.84,9.26,89.76,6.21,1.15,1.66,8.62
2018-05-14,15.31,21.89,9.52,85.53,1.33,0.91,5.47,8.63
2018-05-15,19.16,25.15,14.14,89.17,11.5,1.66,6.72,9.05
2018-05-16,14.9,17.37,12.77,91.36,13.33,1.18,1.69,8.85
2018-05-17,16.66,22.0,12.24,89.88,10.32,0.72,2.49,8.9
2018-05-18,14.6,17.8,10.2,76.07,0.01,1.74,2.63,8.5
2018-05-19,11.84,14.27,9.37,91.21,19.09,1.72,1.92,8.8
2018-05-20,19.49,25.45,13.35,86.21,1.23,1.61,5.51,9.26
2018-05-21,17.6,24.02,11.69,73.95,0.0,0.92,7.85,7.71
2018-05-22,14.73,18.77,12.3,89.13,4.45,0.9,2.83,8.59
2018-05-23,18.19,24.32,11.82,80.69,4.11,1.11,6.58,8.69
2018-05-24,19.29,26.29,13.95,69.97,0.0,1.23,8.34,7.7
2018-05-25,20.7,26.23,13.46,77.19,0.0,1.73,7.73,8.15
2018-05-26,24.04,28.97,17.9,74.0,0.08,1.06,6.66,9.29
2018-05-27,16.57,20.21,12.06,88.63,7.82,1.83,1.61,9.08
2018-05-28,15.85,21.61,11.33,85.29,1.72,1.07,4.14,8.84
2018-05-29,21.79,29.46,14.3,78.97,0.01,0.8,6.58,8.94
2018-05-30,18.8,23.74,14.31,82.82,0.04,1.22,5.11,8.78
2018-05-31,17.71,20.84,14.32,90.3,1.19,1.38,3.46,9.24
2018-06-01,19.54,23.56,16.12,92.96,7.22,0.69,4.32,9.53
2018-06-02,22.26,26.52,17.28,86.68,2.36,1.15,6.17,9.51
2018-06-03,14.9,18.16,10.57,81.2,7.88,2.26,4.65,8.81
2018-06-04,15.26,21.18,10.33,84.22,12.45,1.27,6.17,8.5
2018-06-05,16.81,21.82,11.73,81.27,0.79,1.33,6.16,8.33
2018-06-06,15.78,20.22,11.2,77.69,0.03,0.96,6.74,8.47
2018-06-07,15.83,19.2,11.84,85.09,0.0,1.22,6.05,8.43
2018-06-08,19.94,25.38,13.17,81.04,0.0,1.19,6.67,8.54
2018-06-09,20.64,24.21,16.73,70.27,0.01,0.72,7.07,8.75
2018-06-10,17.37,20.28,13.88,79.25,3.2,0.7,2.63,8.99
2018-06-11,15.88,20.85,11.29,74.72,0.78,1.14,6.23,7.88
2018-06-12,16.42,21.82,10.85,77.44,0.0,1.52,8.08,7.49
2018-06-13,19.2,22.59,13.71,91.23,1.19,1.62,3.38,9.2
2018-06-14,20.49,25.05,15.22,72.29,0.03,1.64,8.35,8.36
2018-06-15,18.04,21.7,13.25,74.58,0.03,1.28,5.87,8.42
2018-06-16,20.5,27.77,13.33,69.36,0.0,0.91,8.25,8.07
2018-06-17,22.55,29.3,15.94,71.24,0.01,0.91,8.31,8.35
2018-06-18,23.52,28.64,18.82,82.7,0.51,1.8,7.25,9.37
2018-06-19,23.54,27.05,18.47,76.92,5.14,1.29,7.41,9.26
2018-06-20,21.27,24.99,16.3,77.3,0.8,0.87,6.85,9.16
2018-06-21,22.44,28.22,17.71,73.65,9.49,0.77,6.28,9.25
2018-06-22,19.96,24.28,16.18,79.54,0.04,1.51,4.52,9.08
2018-06-23,19.11,22.25,16.03,88.18,2.17,1.41,2.55,9.49
2018-06-24,22.18,26.55,17.26,85.84,7.03,1.12,5.13,9.7
2018-06-25,20.68,24.8,15.9,73.13,0.7,1.6,7.91,8.46
2018-06-26,19.14,23.76,13.41,75.67,0.01,1.25,8.16,8.12
2018-06-27,19.52,22.84,15.37,86.9,16.67,1.91,3.91,9.06
2018-06-28,23.37,27.46,19.9,88.97,10.67,1.68,5.56,9.74
2018-06-29,24.53,29.63,18.62,75.52,0.02,0.96,8.03,9.02
2018-06-30,25.78,31.95,18.74,70.67,0.0,0.9,8.03,9.17
2018-07-01,27.23,34.73,21.34,72.89,0.0,0.61,6.49,9.43
2018-07-02,26.72,32.14,21.1,73.76,0.01,0.95,7.74,9.39
2018-07-03,27.04,32.65,22.14,83.85,2.12,0.86,6.11,9.86
2018-07-04,26.51,30.71,23.33,85.14,4.29,0.6,5.68,9.84
2018-07-05,26.7,30.91,22.61,81.23,0.63,1.39,7.53,9.72
2018-07-06,24.28,27.19,18.36,80.3,5.43,1.65,2.08,9.72
2018-07-07,19.75,25.08,14.38,58.57,0.0,1.29,8.54,7.76
2018-07-08,21.42,27.95,14.55,63.15,0.0,0.86,8.56,7.9
2018-07-09,23.25,30.49,15.52,67.04,0.0,1.25,8.01,8.31
2018-07-10,25.76,32.9,16.95,62.3,0.11,1.02,8.26,8.6
2018-07-11,25.13,30.08,20.78,71.17,0.93,0.91,7.31,9.33
2018-07-12,23.62,28.92,18.98,66.87,0.71,0.76,7.15,8.98
2018-07-13,23.64,28.65,18.28,69.09,0.0,0.99,7.5,8.53
2018-07-14,25.13,31.29,18.68,62.99,2.53,1.39,7.38,9.12
2018-07-15,24.65,29.54,21.0,82.27,14.65,1.16,3.6,9.77
2018-07-16,26.8,32.45,20.93,74.83,0.41,1.2,7.37,9.65
2018-07-17,25.14,29.46,20.18,85.05,25.53,1.67,5.08,9.94
2018-07-18,22.74,28.13,17.99,71.1,0.38,1.42,7.66,8.93
2018-07-19,21.76,28.09,15.11,62.29,0.0,0.95,8.17,8.18
2018-07-20,22.08,27.71,16.81,69.47,0.0,1.09,7.85,8.32
2018-07-21,20.35,23.44,16.38,72.94,8.94,2.16,5.86,8.98
2018-07-22,23.52,27.15,19.19,89.2,28.02,2.74,5.63,9.91
2018-07-23,23.83,25.37,22.93,94.07,9.23,2.23,5.94,9.85
2018-07-24,24.87,28.02,22.54,86.3,4.5,2.18,6.89,9.68
2018-07-25,23.42,25.38,22.36,93.79,30.2,1.92,3.35,9.88
2018-07-26,24.74,28.59,21.91,84.72,1.64,1.23,5.92,9.55
2018-07-27,24.61,28.55,20.64,85.9,5.77,1.1,6.19,9.45
2018-07-28,24.92,30.67,20.95,83.54,5.5,0.8,5.79,9.58
2018-07-29,22.51,26.72,18.58,75.46,0.0,1.05,5.98,8.97
2018-07-30,21.83,26.38,17.14,78.74,0.08,0.89,2.68,9.14
2018-07-31,23.04,27.22,19.01,79.06,0.25,0.88,6.9,9.37
2018-08-01,24.91,28.5,21.19,89.22,6.12,1.81,5.87,10.01
2018-08-02,25.72,29.57,23.17,86.78,5.99,1.64,6.66,9.86
2018-08-03,25.25,28.76,22.66,87.97,13.1,1.52,6.21,9.76
2018-08-04,24.76,28.57,22.13,88.5,24.82,1.25,4.76,9.73
2018-08-05,26.3,32.43,19.97,74.66,0.01,0.75,7.15,9.18
2018-08-06,26.8,32.81,21.25,75.07,0.05,0.96,6.56,9.57
2018-08-07,26.01,30.4,21.69,84.05,7.57,1.46,6.49,9.67
2018-08-08,26.7,30.78,22.58,81.19,5.37,0.95,6.72,9.83
2018-08-09,25.47,29.79,21.04,79.55,2.63,1.02,6.4,9.7
2018-08-10,25.41,30.08,19.48,74.42,0.93,0.85,6.64,9.43
2018-08-11,23.87,26.41,21.85,91.21,21.97,0.92,1.57,9.95
2018-08-12,24.39,28.08,20.95,84.61,8.1,0.96,6.09,9.64
2018-08-13,22.27,24.17,21.05,95.09,20.22,1.39,2.61,9.74
2018-08-14,23.5,26.99,20.96,86.11,4.77,1.35,6.35,9.26
2018-08-15,24.57,29.32,20.0,83.89,1.06,1.27,6.66,9.33
2018-08-16,25.96,29.94,22.12,81.19,0.1,1.02,5.99,9.47
2018-08-17,24.81,27.14,21.92,90.0,10.28,1.22,5.21,9.81
2018-08-18,24.51,28.2,21.12,88.76,9.67,1.04,4.57,10.02
2018-08-19,20.35,22.21,18.6,89.84,7.45,1.62,1.59,9.64
2018-08-20,20.42,24.63,16.34,85.82,1.73,1.11,3.37,9.41
2018-08-21,21.16,24.8,17.07,85.55,2.35,1.32,5.51,9.26
