date,nasa_temp_avg,nasa_temp_max,nasa_temp_min,nasa_humidity,nasa_precipitation,nasa_wind_speed,solar_radiation,longwave_radiation
2018-08-22,23.58,27.48,19.21,84.61,5.34,1.61,5.43,9.61
2018-08-23,19.96,24.02,16.54,72.64,0.06,1.44,6.49,8.41
2018-08-24,21.08,27.0,14.8,76.56,0.0,0.93,6.77,8.27
2018-08-25,20.8,25.75,16.59,76.9,0.0,0.95,5.65,8.53
2018-08-26,22.3,27.66,15.76,79.7,0.01,1.43,6.13,8.96
2018-08-27,25.29,30.34,20.3,79.41,0.01,0.87,5.39,9.7
2018-08-28,26.66,31.28,22.05,83.35,0.02,1.13,6.03,9.87
2018-08-29,27.91,32.68,23.42,77.51,0.01,1.33,6.12,9.87
2018-08-30,26.52,30.97,22.5,74.68,0.02,1.25,6.1,9.82
2018-08-31,21.57,23.51,19.26,83.22,1.81,1.7,2.51,9.72
2018-09-01,20.1,23.44,17.88,83.39,2.31,1.12,4.57,9.42
2018-09-02,23.02,28.53,17.65,80.5,0.08,0.91,5.67,9.42
2018-09-03,26.38,32.25,20.97,79.57,0.06,1.06,5.45,9.88
2018-09-04,27.24,33.1,22.72,73.98,0.05,0.73,5.85,9.71
2018-09-05,26.46,31.79,22.09,80.35,0.09,1.18,5.75,9.65
2018-09-06,27.4,33.69,22.92,79.14,7.55,0.98,5.56,9.97
2018-09-07,22.74,25.23,20.43,86.64,5.05,1.15,2.35,9.94
2018-09-08,18.92,22.5,14.89,79.05,2.55,1.44,1.77,9.26
2018-09-09,14.85,17.25,12.91,84.7,13.5,1.88,1.31,8.83
2018-09-10,15.88,18.51,12.08,95.75,31.53,2.43,1.29,9.31
2018-09-11,21.55,25.42,16.93,92.7,3.27,0.54,2.63,9.74
2018-09-12,23.05,26.38,20.22,93.31,8.79,0.7,2.7,9.85
2018-09-13,22.69,26.87,20.07,88.42,0.95,1.2,2.58,9.85
2018-09-14,21.64,25.83,18.37,86.16,0.27,1.18,3.29,9.49
2018-09-15,22.04,27.41,18.24,83.86,0.05,0.73,5.06,8.91
2018-09-16,22.4,28.55,17.23,81.46,0.01,0.74,5.77,8.51
2018-09-17,21.96,25.61,17.75,89.33,4.78,1.25,3.47,9.41
2018-09-18,23.29,26.43,20.2,95.16,18.9,1.38,2.29,9.91
2018-09-19,21.51,26.08,17.94,84.91,0.23,1.05,4.57,9.08
2018-09-20,18.82,22.72,15.72,80.63,0.19,1.12,3.87,9.16
2018-09-21,20.08,22.42,17.24,83.4,0.32,1.91,2.77,9.48
2018-09-22,19.12,22.08,14.27,73.23,0.12,1.76,4.22,9.05
2018-09-23,15.83,18.88,13.17,85.83,1.36,0.78,1.15,8.91
2018-09-24,15.38,19.93,10.86,79.05,0.05,2.15,3.14,8.73
2018-09-25,18.56,22.18,13.47,95.89,54.0,2.32,2.1,9.54
2018-09-26,22.91,26.65,19.77,92.33,8.58,1.74,3.47,9.73
2018-09-27,17.75,22.36,14.18,78.93,5.26,1.53,4.26,8.98
2018-09-28,15.77,18.52,12.52,88.84,20.56,1.63,1.66,8.96
2018-09-29,16.25,22.25,11.21,83.63,0.08,1.01,5.01,7.86
2018-09-30,15.15,20.61,9.38,80.09,0.01,0.93,4.93,7.92
2018-10-01,19.04,23.84,13.97,89.53,0.52,1.22,3.22,9.05
2018-10-02,20.61,24.5,17.28,92.37,21.39,1.64,3.61,9.25
2018-10-03,19.48,23.49,15.77,86.29,3.5,1.23,4.49,8.66
2018-10-04,19.82,24.87,14.27,89.24,1.08,1.28,3.6,9.03
2018-10-05,16.2,20.81,13.06,78.87,0.01,1.36,3.51,8.81
2018-10-06,17.21,20.07,13.92,88.91,0.24,1.25,1.84,9.43
2018-10-07,22.02,26.92,17.87,87.66,0.06,1.02,2.19,9.62
2018-10-08,18.12,20.09,16.39,90.1,1.15,1.56,0.85,9.67
2018-10-09,20.87,25.62,16.53,91.33,0.29,1.2,2.31,9.38
2018-10-10,21.76,25.93,18.69,90.26,0.08,1.25,2.92,9.26
2018-10-11,21.84,23.66,20.06,97.12,26.15,1.45,1.48,9.76
2018-10-12,13.6,20.72,8.03,76.93,8.3,2.37,4.19,7.85
2018-10-13,9.35,13.35,6.36,82.45,3.37,1.31,2.32,7.74
2018-10-14,9.65,14.42,5.7,79.67,0.0,1.0,2.43,7.77
2018-10-15,15.43,19.64,7.96,94.57,4.2,2.02,0.99,9.04
2018-10-16,9.57,14.4,6.36,69.03,0.23,1.76,3.56,7.35
2018-10-17,9.77,15.74,5.18,75.9,0.05,2.02,4.11,7.15
2018-10-18,5.64,9.76,2.13,64.05,0.02,1.87,4.39,6.51
2018-10-19,8.57,15.01,1.63,75.45,0.01,1.68,3.83,7.11
2018-10-20,11.96,16.64,7.66,85.84,1.8,1.76,2.59,7.84
2018-10-21,5.86,8.78,1.49,73.95,0.63,2.34,3.4,7.09
2018-10-22,5.44,10.88,0.25,77.24,0.0,1.31,2.68,7.25
2018-10-23,9.98,16.51,4.11,82.86,0.55,1.43,3.39,7.65
2018-10-24,7.49,12.02,3.67,78.84,0.08,2.03,3.18,6.92
2018-10-25,5.13,10.46,1.52,77.9,0.0,1.47,3.89,6.47
2018-10-26,4.69,8.95,0.38,76.82,0.41,0.95,2.05,7.28
2018-10-27,7.43,10.64,4.98,93.72,32.57,3.02,0.96,8.31
2018-10-28,7.73,12.01,4.84,88.42,0.47,1.32,2.37,7.92
2018-10-29,9.35,13.1,4.68,86.6,2.71,1.79,2.25,7.85
2018-10-30,6.39,11.82,3.29,78.48,0.01,1.64,3.7,6.56
2018-10-31,9.94,16.33,2.58,85.78,0.01,1.58,3.39,7.3
2018-11-01,14.21,19.82,9.24,91.49,0.11,1.24,3.13,8.15
2018-11-02,17.35,19.21,16.01,96.24,14.29,2.19,0.88,9.01
2018-11-03,12.18,16.69,6.06,82.72,21.57,2.37,2.84,7.47
2018-11-04,7.02,12.71,2.56,77.48,0.02,0.97,3.6,6.38
2018-11-05,9.06,11.42,6.0,93.54,9.17,2.0,0.47,8.06
2018-11-06,11.56,16.78,7.66,97.86,14.31,1.26,0.48,8.49
2018-11-07,10.98,15.65,6.95,83.92,0.07,1.62,3.32,7.3
2018-11-08,6.99,11.93,3.26,79.53,0.0,1.14,3.02,6.96
2018-11-09,6.24,9.35,1.13,90.54,23.79,1.8,1.1,7.69
2018-11-10,3.99,7.58,-0.63,76.28,0.38,2.44,2.89,6.59
2018-11-11,1.81,6.86,-2.39,76.89,0.0,1.4,3.3,5.94
2018-11-12,4.51,8.54,0.76,75.55,1.98,0.82,2.46,6.82
2018-11-13,6.45,10.15,3.39,93.77,31.15,1.73,0.87,7.79
2018-11-14,0.47,2.79,-2.48,70.53,0.0,2.07,2.85,6.38
2018-11-15,-1.11,1.03,-2.96,82.88,26.23,2.14,0.42,7.06
2018-11-16,1.84,4.28,0.01,94.7,8.27,2.77,2.28,7.14
2018-11-17,2.15,6.83,-0.99,90.56,0.03,1.62,2.19,7.15
2018-11-18,2.18,5.12,-0.91,84.93,0.08,0.75,1.4,7.32
2018-11-19,5.39,8.48,3.57,95.92,0.38,0.79,1.95,7.28
2018-11-20,3.59,6.29,-0.1,93.45,0.8,1.43,1.16,7.52
2018-11-21,0.77,5.73,-4.03,81.15,0.01,2.07,1.94,6.78
2018-11-22,-6.26,-3.32,-9.05,63.62,0.0,2.62,3.01,5.37
2018-11-23,-6.25,-0.91,-12.0,76.48,0.0,1.21,2.96,5.7
2018-11-24,1.98,7.4,-5.06,92.86,30.37,1.45,1.27,7.32
2018-11-25,5.51,11.25,2.67,94.97,13.89,1.9,2.28,7.38
2018-11-26,6.5,9.39,2.18,97.04,26.65,1.87,0.71,7.92
2018-11-27,3.32,6.16,0.56,85.95,1.14,2.43,1.68,7.32
2018-11-28,1.7,4.11,0.3,81.36,0.11,2.74,1.62,7.08
2018-11-29,2.29,6.39,-1.4,84.32,0.0,2.01,2.24,6.5
2018-11-30,1.06,5.72,-2.38,87.79,0.66,0.63,0.75,7.6
2018-12-01,1.94,5.94,-2.05,89.47,3.26,0.97,2.19,6.91
2018-12-02,9.4,14.02,4.7,98.81,19.39,1.49,0.95,8.22
2018-12-03,7.91,10.69,3.95,88.77,0.2,1.48,2.17,7.19
2018-12-04,0.15,3.91,-4.27,81.16,0.0,1.7,2.47,6.04
2018-12-05,-1.83,2.04,-4.4,81.02,0.1,1.09,1.45,6.31
2018-12-06,-0.3,3.11,-3.48,85.65,0.02,1.59,1.99,6.26
2018-12-07,-0.91,1.85,-4.3,80.89,0.0,1.73,2.58,5.81
2018-12-08,-2.85,0.97,-5.57,79.74,0.0,1.19,2.37,5.82
2018-12-09,-2.61,0.46,-5.26,84.73,0.36,0.8,1.29,6.3
2018-12-10,-2.33,2.53,-5.68,88.49,1.74,1.34,2.55,5.6
2018-12-11,-2.32,2.9,-6.99,89.57,0.87,0.96,2.07,5.95
2018-12-12,-0.57,3.24,-3.57,85.57,0.0,1.37,1.8,6.38
2018-12-13,0.07,2.74,-3.0,94.07,0.66,1.54,0.76,7.39
2018-12-14,3.33,6.5,1.11,99.12,1.59,1.02,1.15,7.37
2018-12-15,4.68,7.16,3.1,97.13,1.41,1.25,0.44,7.88
2018-12-16,2.45,3.51,1.43,95.31,27.75,2.9,0.29,7.81
2018-12-17,1.9,5.58,-0.84,90.57,1.13,2.3,1.58,7.16
2018-12-18,-2.51,0.06,-5.16,78.72,0.01,2.61,2.55,5.52
2018-12-19,-1.71,3.05,-5.26,86.36,0.0,1.11,2.26,5.85
2018-12-20,2.43,6.4,-1.76,95.09,6.02,1.08,1.03,7.24
2018-12-21,11.22,13.12,8.08,98.73,51.01,2.5,0.37,8.63
2018-12-22,4.55,9.79,-0.52,85.61,0.22,2.68,1.6,7.13
2018-12-23,0.88,4.46,-2.94,80.08,0.05,1.19,2.41,6.31
2018-12-24,1.58,4.97,-0.13,89.44,1.28,1.39,0.98,7.03
2018-12-25,-0.21,3.55,-3.34,86.77,0.0,1.67,2.24,6.0
2018-12-26,-0.58,4.01,-3.34,90.79,0.0,1.28,2.08,6.11
2018-12-27,0.15,3.84,-2.15,86.17,0.12,1.25,2.3,6.45
2018-12-28,7.73,10.86,2.82,98.08,35.52,2.13,0.38,8.11
2018-12-29,5.12,8.46,-1.76,88.58,0.07,1.86,2.31,6.6
2018-12-30,0.06,3.23,-2.07,86.4,0.19,0.85,0.99,6.93
2018-12-31,2.9,6.42,-0.88,94.5,25.84,1.62,0.86,7.11
2019-01-01,6.85,11.86,-0.67,88.93,2.12,2.64,1.54,7.36
2019-01-02,-0.56,2.45,-3.0,82.38,0.04,1.14,1.95,6.33
2019-01-03,1.97,4.99,-1.94,89.46,0.26,1.54,1.57,6.63
2019-01-04,1.4,5.86,-2.38,93.97,0.12,1.48,1.77,6.62
2019-01-05,3.83,5.43,0.89,96.68,21.86,2.11,0.4,7.56
2019-01-06,1.4,6.9,-3.96,85.6,0.17,2.38,1.53,6.53
2019-01-07,-3.56,-1.3,-5.99,72.59,0.01,1.77,2.38,5.87
2019-01-08,2.4,5.23,-0.88,96.85,1.71,1.07,0.89,7.72
2019-01-09,2.0,5.06,-1.14,86.38,5.26,3.17,2.3,6.63
2019-01-10,-1.9,-0.56,-3.99,78.84,0.07,3.7,1.56,6.24
2019-01-11,-5.76,-2.88,-9.37,76.51,0.0,3.01,2.78,5.27
2019-01-12,-5.29,-0.27,-10.21,82.17,0.0,1.01,2.33,5.94
2019-01-13,-4.43,-1.87,-6.61,80.03,0.03,1.84,1.79,6.62
2019-01-14,-5.18,-0.53,-8.62,86.77,0.0,1.84,2.03,6.18
2019-01-15,-3.96,0.65,-8.03,86.34,0.0,1.19,2.72,5.5
2019-01-16,-1.9,2.32,-5.71,87.87,0.01,1.87,1.15,6.46
2019-01-17,-4.35,-1.45,-6.84,77.05,0.09,1.18,2.46,5.85
2019-01-18,-0.55,3.19,-3.3,94.62,1.13,0.95,1.38,7.11
2019-01-19,-0.75,2.0,-4.22,90.31,6.66,1.65,1.28,6.74
2019-01-20,-1.77,5.61,-12.4,92.84,36.59,3.63,0.68,7.09
2019-01-21,-14.12,-12.4,-15.91,84.65,0.11,4.5,2.14,5.36
2019-01-22,-8.6,-3.14,-14.19,79.74,0.0,1.86,3.11,5.32
2019-01-23,-0.05,4.83,-5.48,91.76,0.67,2.2,1.28,7.14
2019-01-24,6.21,11.72,-1.66,95.52,43.2,4.0,0.42,7.82
2019-01-25,-1.58,2.06,-4.57,81.54,0.0,2.36,2.81,5.83
2019-01-26,-3.19,-0.4,-6.09,74.67,0.0,1.39,2.93,5.73
2019-01-27,0.39,5.56,-5.22,91.12,0.01,2.05,2.57,6.23
2019-01-28,-3.85,-1.03,-7.09,78.47,0.0,1.89,2.17,6.03
2019-01-29,-1.06,3.04,-7.3,96.04,9.1,1.93,0.73,6.86
2019-01-30,-7.05,-1.21,-16.41,77.47,0.35,3.5,3.23,5.34
2019-01-31,-13.95,-9.74,-18.16,81.71,0.0,2.52,3.33,4.82
2019-02-01,-11.97,-8.06,-15.63,84.41,0.12,1.22,2.19,5.53
2019-02-02,-6.98,-1.2,-14.16,89.15,0.0,1.83,2.94,5.82
2019-02-03,-0.18,6.55,-5.55,93.48,0.0,1.13,3.03,6.13
2019-02-04,2.64,9.29,-0.47,95.99,0.01,0.99,3.19,6.33
2019-02-05,5.79,14.72,0.43,93.45,0.06,1.29,3.07,6.81
2019-02-06,1.93,5.73,-2.45,88.94,11.04,1.59,2.73,6.62
2019-02-07,3.62,5.85,1.96,96.8,4.25,1.44,1.4,7.55
2019-02-08,3.66,10.13,-2.93,85.83,6.22,2.73,1.3,7.19
2019-02-09,-3.5,-0.96,-5.43,73.72,0.0,3.44,3.96,5.29
2019-02-10,-3.22,0.47,-8.18,80.11,0.04,1.3,3.38,5.84
2019-02-11,-1.01,1.3,-2.53,83.37,0.19,1.19,1.75,6.89
2019-02-12,-2.3,1.73,-5.31,91.61,17.66,3.13,0.72,7.21
2019-02-13,0.56,2.72,-2.24,89.34,5.31,2.78,2.94,6.49
2019-02-14,-0.1,3.75,-2.92,85.18,0.01,2.04,3.74,6.18
2019-02-15,5.38,9.54,1.51,95.67,0.07,2.4,1.64,7.51
2019-02-16,0.22,4.08,-4.03,82.7,0.0,2.19,4.06,5.93
2019-02-17,-1.84,1.29,-5.03,80.47,2.64,1.31,3.24,5.89
2019-02-18,-0.32,3.83,-5.43,90.25,2.62,2.28,1.58,6.75
2019-02-19,-3.94,0.44,-7.01,79.89,0.0,2.08,4.35,5.43
2019-02-20,-3.4,-0.55,-5.64,86.22,14.21,1.42,0.83,6.81
2019-02-21,1.79,5.61,-0.04,92.48,4.01,1.68,3.91,6.65
2019-02-22,0.88,3.53,-1.32,86.39,0.0,1.41,2.61,6.62
2019-02-23,0.09,3.54,-2.87,88.49,1.44,1.15,2.58,6.6
2019-02-24,3.71,6.69,1.09,96.14,17.11,2.65,0.99,7.61
2019-02-25,-0.75,1.58,-4.68,71.66,0.05,4.92,4.33,5.58
2019-02-26,-4.06,-0.92,-6.78,72.59,0.0,3.25,4.55,5.52
2019-02-27,-5.55,-3.67,-7.69,78.2,0.3,1.42,2.68,6.86
2019-02-28,-3.16,0.33,-5.33,83.13,0.36,1.84,4.21,6.3
2019-03-01,-1.65,1.94,-5.27,86.96,2.38,1.43,1.78,7.0
2019-03-02,0.25,3.16,-1.91,92.05,11.5,1.77,2.23,7.2
2019-03-03,0.58,4.64,-1.61,87.11,13.45,1.21,3.05,6.71
2019-03-04,-1.41,1.5,-7.0,91.32,8.71,2.46,3.37,6.48
2019-03-05,-6.17,-2.06,-10.8,82.52,0.0,2.0,4.88,5.41
2019-03-06,-8.38,-5.36,-11.95,85.28,0.02,2.57,3.68,5.81
2019-03-07,-7.64,-2.52,-13.43,88.96,0.04,1.98,3.79,5.82
2019-03-08,-3.79,1.26,-9.36,83.54,0.01,1.06,4.0,6.24
2019-03-09,-0.28,6.28,-6.5,82.93,0.0,1.12,5.02,6.12
2019-03-10,1.72,4.01,0.33,97.77,16.12,2.0,0.97,7.59
2019-03-11,3.36,7.55,-0.12,84.92,0.0,2.11,5.09,6.45
2019-03-12,0.13,4.01,-3.02,80.29,0.0,2.27,4.82,5.73
2019-03-13,0.93,5.57,-3.37,81.17,0.0,1.06,4.69,6.22
2019-03-14,4.99,10.02,0.05,91.16,0.0,1.59,4.51,7.1
2019-03-15,10.71,16.28,6.41,96.19,9.72,2.6,3.35,8.4
2019-03-16,4.1,7.56,-1.54,78.51,0.03,2.5,5.2,6.41
2019-03-17,0.14,4.89,-3.47,75.16,0.0,1.89,5.62,5.62
2019-03-18,1.01,5.31,-3.65,69.13,0.0,1.03,5.37,5.76
2019-03-19,2.17,6.12,-2.86,74.42,0.0,1.1,5.6,5.74
2019-03-20,3.31,8.81,-1.43,83.69,0.0,1.51,5.63,6.07
2019-03-21,4.51,7.2,1.73,94.73,13.71,2.44,1.22,7.67
2019-03-22,4.37,7.49,1.82,87.0,10.64,3.55,2.99,7.2
2019-03-23,1.23,6.36,-2.06,75.62,0.36,3.65,5.01,6.19
2019-03-24,4.91,11.74,-3.09,79.87,0.0,1.79,5.09,6.37
2019-03-25,5.45,9.51,0.02,80.9,0.19,1.27,2.16,7.64
2019-03-26,0.87,6.48,-3.53,70.31,0.0,2.17,6.41,5.7
2019-03-27,0.89,6.78,-3.8,72.1,0.0,1.37,6.18,5.59
2019-03-28,3.59,9.02,-2.16,84.35,0.0,1.69,5.94,6.27
2019-03-29,8.72,14.21,3.57,93.28,0.73,1.41,1.9,8.0
2019-03-30,9.75,15.14,6.1,89.18,0.17,2.04,5.12,7.61
2019-03-31,7.57,11.37,0.52,86.91,5.53,2.56,1.7,7.57
2019-04-01,1.37,5.77,-2.48,67.38,0.0,2.45,6.79,5.58
2019-04-02,3.31,8.22,-2.42,79.09,1.15,1.84,5.1,6.55
2019-04-03,7.54,14.74,1.41,76.0,0.29,2.55,6.58,6.53
2019-04-04,5.08,11.49,-0.53,72.87,0.0,1.73,6.21,6.37
2019-04-05,1.66,4.07,-0.91,83.3,8.23,1.48,2.11,7.23
2019-04-06,8.59,16.77,1.67,86.34,0.51,1.07,5.72,7.34
2019-04-07,10.22,16.34,4.91,83.74,0.31,1.34,5.66,7.27
2019-04-08,13.73,19.86,8.9,91.11,5.9,1.56,4.74,8.3
2019-04-09,7.93,10.27,5.21,94.41,2.02,1.38,2.46,8.11
2019-04-10,7.51,12.67,2.23,79.27,0.01,1.65,6.59,6.53
2019-04-11,5.74,11.95,-0.93,71.73,0.0,0.97,3.57,7.48
2019-04-12,10.81,16.45,4.8,88.66,5.45,2.03,4.18,8.14
2019-04-13,14.8,20.95,11.18,88.37,18.66,1.7,3.82,8.46
2019-04-14,13.97,19.54,9.36,90.25,2.66,1.44,3.8,8.53
2019-04-15,11.71,17.06,4.67,80.73,16.63,3.1,4.47,7.99
2019-04-16,8.58,14.65,2.78,69.31,0.05,2.17,7.19,6.8
2019-04-17,9.59,15.7,5.71,71.7,0.32,1.21,6.3,7.54
2019-04-18,10.98,15.68,6.92,87.67,0.34,2.33,2.74,8.37
2019-04-19,15.45,20.42,11.75,92.28,5.76,2.93,4.69,8.67
2019-04-20,13.88,16.84,10.0,94.76,17.01,2.49,1.95,8.74
2019-04-21,12.75,17.96,8.19,85.76,0.29,1.13,5.15,8.02
2019-04-22,12.68,16.47,7.38,92.55,10.43,1.29,2.11,8.36
2019-04-23,15.35,22.05,9.66,82.78,1.05,1.33,6.78,7.93
2019-04-24,13.65,17.69,7.71,76.65,0.41,1.66,7.55,7.32
2019-04-25,10.98,17.09,5.79,78.86,0.65,1.04,5.4,7.79
2019-04-26,12.38,15.99,8.8,94.4,33.68,1.97,2.32,8.66
2019-04-27,9.02,11.18,5.2,72.93,0.11,2.54,6.33,7.32
2019-04-28,7.43,10.54,3.8,85.2,1.39,1.06,2.34,7.92
2019-04-29,8.15,14.72,0.7,71.84,1.58,1.22,6.62,6.94
2019-04-30,10.85,16.06,7.07,89.02,3.07,0.82,3.84,8.37
2019-05-01,10.3,13.04,7.77,87.43,0.26,1.19,1.75,8.46
2019-05-02,13.91,22.86,8.41,87.17,1.79,1.07,5.69,8.43
2019-05-03,11.65,14.86,8.76,91.14,3.68,1.1,2.5,8.52
2019-05-04,15.18,21.48,10.44,88.1,3.54,0.7,3.74,8.69
2019-05-05,12.37,13.49,10.21,94.06,31.41,1.82,1.48,8.47
2019-05-06,13.94,20.87,8.21,80.87,0.03,1.3,7.11,7.99
2019-05-07,14.27,19.32,9.13,86.34,1.53,1.36,5.92,8.21
2019-05-08,14.56,20.58,9.73,78.83,0.94,0.96,6.14,8.25
2019-05-09,11.32,14.26,8.62,78.87,0.01,1.85,3.42,8.41
2019-05-10,16.06,20.82,10.07,90.07,1.61,2.16,3.57,8.93
2019-05-11,14.75,19.1,10.86,72.79,2.28,1.26,7.26,8.11
2019-05-12,7.51,11.66,4.96,90.86,31.1,2.58,1.15,8.15
2019-05-13,7.28,10.7,4.91,89.96,17.7,2.0,1.6,8.1
2019-05-14,8.28,11.94,4.86,85.8,3.69,0.74,2.84,8.17
2019-05-15,11.91,17.72,5.11,79.59,0.53,1.35,7.67,7.6
2019-05-16,15.77,20.3,10.15,70.77,0.98,0.95,7.1,7.86
2019-05-17,15.89,20.5,11.09,90.02,1.51,1.33,4.58,8.59
2019-05-18,15.86,21.98,10.52,71.3,0.02,1.28,7.73,7.83
2019-05-19,17.54,22.76,12.09,88.17,3.23,1.96,6.16,8.87
2019-05-20,21.08,26.05,16.21,85.26,4.78,1.73,6.64,9.04
2019-05-21,14.54,19.22,10.48,68.61,0.01,2.13,8.11,7.37
2019-05-22,15.62,21.92,8.61,69.66,0.0,1.14,7.76,7.43
2019-05-23,16.49,19.92,13.2,88.95,8.28,2.08,4.33,8.91
2019-05-24,17.87,21.74,12.58,78.01,0.01,1.94,7.57,8.17
2019-05-25,15.21,19.27,10.45,83.14,1.0,1.53,7.44,8.07
2019-05-26,20.86,27.59,14.07,83.35,8.27,1.23,7.13,9.13
2019-05-27,19.99,24.27,13.86,69.47,0.05,1.1,7.94,8.34
2019-05-28,17.63,19.14,14.47,89.06,6.56,1.6,2.65,9.07
2019-05-29,17.66,22.9,13.13,88.38,16.67,1.35,3.95,9.38
2019-05-30,17.11,21.83,12.88,89.9,16.01,1.07,4.11,9.26
2019-05-31,20.15,25.0,15.56,80.28,0.47,0.95,7.48,8.48
2019-06-01,19.14,24.53,13.39,80.31,0.33,0.99,5.21,8.69
2019-06-02,20.08,24.86,15.82,84.46,2.83,1.18,6.38,8.8
2019-06-03,14.98,19.37,9.74,69.96,1.04,1.6,8.14,7.41
2019-06-04,14.61,19.93,7.91,69.67,0.0,1.35,8.31,7.28
2019-06-05,19.64,24.26,13.5,85.78,1.52,1.82,5.35,9.27
2019-06-06,22.3,26.0,18.72,81.98,1.42,1.04,7.12,9.31
2019-06-07,20.73,25.94,16.22,80.52,0.01,0.82,5.42,8.88
2019-06-08,19.02,24.6,13.17,75.76,0.0,1.27,7.41,8.19
2019-06-09,16.61,21.95,11.78,74.53,0.0,1.53,7.96,7.91
2019-06-10,16.97,20.21,11.66,93.02,12.34,1.68,2.82,9.15
2019-06-11,18.57,23.26,13.12,78.79,12.84,1.82,6.8,8.41
2019-06-12,16.67,21.81,11.04,75.32,0.0,1.22,7.24,7.77
2019-06-13,15.61,18.5,13.32,89.93,16.84,1.44,3.32,9.01
2019-06-14,17.1,20.7,13.49,76.98,0.26,1.83,7.09,7.88
2019-06-15,18.61,24.19,11.45,78.97,0.79,1.89,7.7,8.29
2019-06-16,21.07,24.5,16.94,87.15,1.91,1.63,5.12,9.34
2019-06-17,20.98,24.25,17.17,86.43,6.45,0.78,4.17,9.57
2019-06-18,20.3,22.81,18.02,94.94,25.41,0.82,2.62,9.53
2019-06-19,19.86,22.32,16.89,91.67,2.93,1.12,2.83,9.58
2019-06-20,21.08,24.25,17.43,95.28,3.49,1.24,3.76,9.66
2019-06-21,19.92,23.27,15.46,85.47,12.15,1.74,4.29,8.93
2019-06-22,19.34,24.33,14.15,75.18,0.08,1.6,7.9,8.04
2019-06-23,20.59,25.95,14.48,76.1,0.0,1.32,8.35,7.89
2019-06-24,21.58,26.21,15.35,79.5,0.07,0.9,6.81,8.73
2019-06-25,22.76,26.93,19.71,89.87,11.94,1.1,3.6,9.63
2019-06-26,24.24,29.97,19.32,76.13,0.45,0.82,8.22,8.93
2019-06-27,24.83,29.3,19.29,76.18,0.16,0.73,7.88,8.96
2019-06-28,24.81,29.8,18.86,74.82,0.01,0.73,7.59,9.2
2019-06-29,24.23,27.72,20.87,89.25,2.59,1.15,6.21,9.68
2019-06-30,22.29,26.08,17.56,79.49,2.75,1.55,7.36,8.91
2019-07-01,22.04,27.31,16.12,76.32,0.02,1.1,8.18,8.38
2019-07-02,23.6,27.21,17.76,82.52,0.38,0.96,5.89,9.44
2019-07-03,25.05,30.04,20.48,78.33,0.33,0.54,5.63,9.91
2019-07-04,24.86,29.28,20.85,81.53,0.02,0.93,7.83,9.19
2019-07-05,24.37,28.64,20.22,86.54,0.23,0.93,4.99,9.89
2019-07-06,25.96,29.48,22.3,87.48,6.7,1.16,5.36,10.07
2019-07-07,23.94,27.94,20.75,80.77,0.64,1.12,6.67,9.57
2019-07-08,23.02,26.2,19.37,78.51,3.58,0.74,3.79,9.25
2019-07-09,24.14,29.81,17.76,73.39,0.0,0.82,7.59,8.95
2019-07-10,24.77,29.96,18.61,74.9,0.0,1.06,6.52,9.29
2019-07-11,23.94,27.0,21.64,86.06,13.62,1.56,5.44,9.63
2019-07-12,24.52,28.95,20.55,81.82,0.73,1.2,7.23,9.45
2019-07-13,23.84,28.48,18.33,78.1,0.0,1.12,7.93,8.98
2019-07-14,25.09,29.85,20.49,75.96,0.07,1.29,7.29,9.25
2019-07-15,23.45,28.48,17.72,71.37,0.0,0.87,8.13,8.48
2019-07-16,24.95,30.29,19.48,71.16,0.2,1.1,7.49,9.3
2019-07-17,26.17,30.58,21.82,82.86,15.38,1.11,6.31,10.1
2019-07-18,25.81,30.99,22.29,85.91,17.69,0.73,3.75,10.26
2019-07-19,26.6,31.11,20.55,81.75,0.48,1.11,6.28,10.17
2019-07-20,28.61,33.06,24.64,77.46,0.51,1.12,6.99,10.18
2019-07-21,28.33,33.15,23.74,79.14,1.7,1.12,7.19,10.14
2019-07-22,25.85,29.67,22.7,80.75,30.79,1.22,6.73,9.97
2019-07-23,20.84,23.53,18.63,88.2,25.68,1.42,2.6,9.69
2019-07-24,22.46,26.86,18.21,76.42,1.98,0.97,7.34,8.98
2019-07-25,23.44,28.2,18.0,69.66,0.08,0.79,7.27,8.82
2019-07-26,24.09,30.16,18.11,71.94,0.0,0.73,7.44,8.76
2019-07-27,23.85,28.21,19.66,80.66,0.22,1.19,6.87,8.99
2019-07-28,24.98,30.15,18.56,77.94,0.2,1.36,7.2,9.39
2019-07-29,26.13,30.88,21.53,78.04,0.39,1.23,6.97,9.57
2019-07-30,26.57,31.88,22.15,75.45,0.54,1.23,7.16,9.42
2019-07-31,25.6,31.47,20.4,75.28,5.54,0.69,5.27,9.62
2019-08-01,24.94,30.15,20.87,73.24,5.91,0.61,6.82,9.36
2019-08-02,24.25,28.87,20.35,74.53,0.3,0.79,5.11,9.4
2019-08-03,24.27,28.67,19.65,82.48,6.87,1.02,6.71,9.27
2019-08-04,24.95,30.3,20.25,75.79,2.35,0.74,6.89,9.53
2019-08-05,23.15,27.87,18.83,74.78,0.21,0.87,5.91,9.38
2019-08-06,22.65,25.56,19.49,87.35,2.93,0.84,3.53,9.49
2019-08-07,24.15,28.34,21.07,88.34,16.44,1.72,5.17,9.7
